"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"0-19","1.39999997615814","1.89999997615814","1.60000002384186","129","VII(a) Hepatoblastoma",78847112,"2006-04-01 00:00:00",929
"0-14","0.200000002980232","0.5","0.400000005960464","21","VII(b) Hepatic carcinomas",57966135,"2006-04-01 00:00:00",930
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","48","VII(b) Hepatic carcinomas",78847112,"2006-04-01 00:00:00",931
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",57966135,"2006-04-01 00:00:00",932
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",78847112,"2006-04-01 00:00:00",933
"0-14","6.5","7.90000009536743","7.09999990463257","414","VIII Malignant bone tumors",57966135,"2006-04-01 00:00:00",934
"0-19","8.69999980926514","10","9.30000019073486","746","VIII Malignant bone tumors",78847112,"2006-04-01 00:00:00",935
"0-14","3.59999990463257","4.69999980926514","4.09999990463257","238","VIII(a) Osteosarcomas",57966135,"2006-04-01 00:00:00",936
"0-19","4.90000009536743","5.90000009536743","5.40000009536743","430","VIII(a) Osteosarcomas",78847112,"2006-04-01 00:00:00",937
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",57966135,"2006-04-01 00:00:00",938
"0-19","0.100000001490116","0.300000011920929","0.200000002980232","16","VIII(b) Chondrosarcomas",78847112,"2006-04-01 00:00:00",939
"0-14","2","2.79999995231628","2.40000009536743","139","VIII(c) Ewing tumor and related sarcomas of bone",57966135,"2006-04-01 00:00:00",940
"0-19","2.70000004768372","3.5","3.09999990463257","243","VIII(c) Ewing tumor and related sarcomas of bone",78847112,"2006-04-01 00:00:00",941
"0-14","0.200000002980232","0.5","0.300000011920929","18","VIII(d) Other specified malignant bone tumors",57966135,"2006-04-01 00:00:00",942
"0-19","0.400000005960464","0.699999988079071","0.5","42","VIII(d) Other specified malignant bone tumors",78847112,"2006-04-01 00:00:00",943
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",57966135,"2006-04-01 00:00:00",944
"0-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",78847112,"2006-04-01 00:00:00",945
"0-14","4.5","5.69999980926514","5.09999990463257","299","X Germ cell, trophoblastic tumors & neoplasms of gonads",57966135,"2006-04-01 00:00:00",946
"0-19","9.5","10.8999996185303","10.1999998092651","828","X Germ cell, trophoblastic tumors & neoplasms of gonads",78847112,"2006-04-01 00:00:00",947
"0-14","1","1.60000002384186","1.29999995231628","74","X(a) Intracranial & intraspinal germ cell tumors",57966135,"2006-04-01 00:00:00",948
"0-19","1.20000004768372","1.79999995231628","1.5","120","X(a) Intracranial & intraspinal germ cell tumors",78847112,"2006-04-01 00:00:00",949
"0-14","1.20000004768372","1.79999995231628","1.5","87","X(b) Malignant extracranial & extragonadal germ cell tumors",57966135,"2006-04-01 00:00:00",950
"0-19","1.20000004768372","1.79999995231628","1.5","120","X(b) Malignant extracranial & extragonadal germ cell tumors",78847112,"2006-04-01 00:00:00",951
"0-14","1.70000004768372","2.5","2.09999990463257","123","X(c) Malignant gonadal germ cell tumors",57966135,"2006-04-01 00:00:00",952
"0-19","5.90000009536743","7","6.40000009536743","523","X(c) Malignant gonadal germ cell tumors",78847112,"2006-04-01 00:00:00",953
"0-14","null","null","null","null","X(d) Gonadal carcinomas",57966135,"2006-04-01 00:00:00",954
"0-19","0.300000011920929","0.600000023841858","0.5","39","X(d) Gonadal carcinomas",78847112,"2006-04-01 00:00:00",955
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",57966135,"2006-04-01 00:00:00",956
"0-19","0.200000002980232","0.5","0.300000011920929","26","X(e) Other and unspecified malignant gonadal tumors",78847112,"2006-04-01 00:00:00",957
"0-14","6.59999990463257","8","7.30000019073486","426","XI Other malignant epithelial neoplasms and malignant melanomas",57966135,"2006-04-01 00:00:00",958
"0-19","16.1000003814697","17.8999996185303","17","1381","XI Other malignant epithelial neoplasms and malignant melanomas",78847112,"2006-04-01 00:00:00",959
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",57966135,"2006-04-01 00:00:00",960
"0-19","null","null","null","null","XI(a) Adrenocortical carcinomas",78847112,"2006-04-01 00:00:00",961
"0-14","2.20000004768372","3","2.59999990463257","152","XI(b) Thyroid carcinomas",57966135,"2006-04-01 00:00:00",962
"0-19","6","7.19999980926514","6.59999990463257","537","XI(b) Thyroid carcinomas",78847112,"2006-04-01 00:00:00",963
"0-14","0.200000002980232","0.400000005960464","0.300000011920929","16","XI(c) Nasopharyngeal carcinomas",57966135,"2006-04-01 00:00:00",964
"0-19","0.5","0.800000011920929","0.600000023841858","51","XI(c) Nasopharyngeal carcinomas",78847112,"2006-04-01 00:00:00",965
"0-14","2","2.79999995231628","2.40000009536743","139","XI(d) Malignant melanomas",57966135,"2006-04-01 00:00:00",966
"0-19","4.90000009536743","5.90000009536743","5.40000009536743","436","XI(d) Malignant melanomas",78847112,"2006-04-01 00:00:00",967
"0-14","null","null","null","null","XI(e) Skin carcinomas",57966135,"2006-04-01 00:00:00",968
"0-19","null","null","null","null","XI(e) Skin carcinomas",78847112,"2006-04-01 00:00:00",969
"0-14","1.39999997615814","2.09999990463257","1.70000004768372","101","XI(f) Other and unspecified carcinomas",57966135,"2006-04-01 00:00:00",970
"0-19","3.70000004768372","4.59999990463257","4.09999990463257","336","XI(f) Other and unspecified carcinomas",78847112,"2006-04-01 00:00:00",971
"0-14","0.600000023841858","1","0.800000011920929","45","XII Other and unspecified malignant neoplasms",57966135,"2006-04-01 00:00:00",972
"0-19","0.699999988079071","1.10000002384186","0.899999976158142","70","XII Other and unspecified malignant neoplasms",78847112,"2006-04-01 00:00:00",973
"0-14","0.300000011920929","0.699999988079071","0.5","27","XII(a) Other specified malignant tumors",57966135,"2006-04-01 00:00:00",974
"0-19","0.300000011920929","0.699999988079071","0.5","38","XII(a) Other specified malignant tumors",78847112,"2006-04-01 00:00:00",975
"0-14","0.200000002980232","0.5","0.300000011920929","18","XII(b) Other unspecified malignant tumors",57966135,"2006-04-01 00:00:00",976
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","32","XII(b) Other unspecified malignant tumors",78847112,"2006-04-01 00:00:00",977
"0-14","157.199996948242","163.600006103516","160.399993896484","9632","All ICCC Groups Combined",59628198,"2007-04-01 00:00:00",1100
"0-19","171.800003051758","177.600006103516","174.699996948242","14342","All ICCC Groups Combined",81315506,"2007-04-01 00:00:00",1101
"0-14","50.0999984741211","53.7000007629395","51.9000015258789","3110","I Leukemias, myeloproliferative & myelodysplastic diseases",59628198,"2007-04-01 00:00:00",1102
"0-19","45.5999984741211","48.5999984741211","47.0999984741211","3826","I Leukemias, myeloproliferative & myelodysplastic diseases",81315506,"2007-04-01 00:00:00",1103
"0-14","38.2999992370605","41.5","39.9000015258789","2386","I(a) Lymphoid leukemias",59628198,"2007-04-01 00:00:00",1104
"0-19","32.9000015258789","35.5","34.2000007629395","2762","I(a) Lymphoid leukemias",81315506,"2007-04-01 00:00:00",1105
"0-14","7","8.39999961853027","7.69999980926514","461","I(b) Acute myeloid leukemias",59628198,"2007-04-01 00:00:00",1106
"0-19","7.30000019073486","8.60000038146973","7.90000009536743","652","I(b) Acute myeloid leukemias",81315506,"2007-04-01 00:00:00",1107
"0-14","1.29999995231628","1.89999997615814","1.60000002384186","96","I(c) Chronic myeloproliferative diseases",59628198,"2007-04-01 00:00:00",1108
"0-19","2.09999990463257","2.70000004768372","2.40000009536743","198","I(c) Chronic myeloproliferative diseases",81315506,"2007-04-01 00:00:00",1109
"0-14","1.20000004768372","1.89999997615814","1.5","93","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",59628198,"2007-04-01 00:00:00",1110
"0-19","1.20000004768372","1.70000004768372","1.39999997615814","118","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",81315506,"2007-04-01 00:00:00",1111
"0-14","1","1.5","1.20000004768372","74","I(e) Unspecified and other specified leukemias",59628198,"2007-04-01 00:00:00",1112
"0-19","0.899999976158142","1.39999997615814","1.20000004768372","96","I(e) Unspecified and other specified leukemias",81315506,"2007-04-01 00:00:00",1113
"0-14","15.3999996185303","17.5","16.3999996185303","979","II Lymphomas and reticuloendothelial neoplasms",59628198,"2007-04-01 00:00:00",1114
"0-19","23.6000003814697","25.7999992370605","24.7000007629395","2046","II Lymphomas and reticuloendothelial neoplasms",81315506,"2007-04-01 00:00:00",1115
"0-14","4.80000019073486","6","5.40000009536743","323","II(a) Hodgkin lymphomas",59628198,"2007-04-01 00:00:00",1116
"0-19","11.3000001907349","12.8000001907349","12","1010","II(a) Hodgkin lymphomas",81315506,"2007-04-01 00:00:00",1117
"0-14","6.30000019073486","7.59999990463257","6.90000009536743","413","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",59628198,"2007-04-01 00:00:00",1118
"0-14","18.1000003814697","20.3999996185303","19.2000007629395","1144","II Lymphomas and reticuloendothelial neoplasms",59550980,"2010-04-01 00:00:00",1479
"0-19","25.5","27.7999992370605","26.6000003814697","2184","II Lymphomas and reticuloendothelial neoplasms",80961146,"2010-04-01 00:00:00",1480
"0-14","4.69999980926514","5.90000009536743","5.30000019073486","314","II(a) Hodgkin lymphomas",59550980,"2010-04-01 00:00:00",1481
"0-19","11.1000003814697","12.6000003814697","11.8000001907349","983","II(a) Hodgkin lymphomas",80961146,"2010-04-01 00:00:00",1482
"0-14","6.40000009536743","7.69999980926514","7","417","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",59550980,"2010-04-01 00:00:00",1483
"0-19","7.90000009536743","9.19999980926514","8.5","694","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",80961146,"2010-04-01 00:00:00",1484
"0-14","2.09999990463257","2.90000009536743","2.40000009536743","145","II(c) Burkitt lymphoma",59550980,"2010-04-01 00:00:00",1485
"0-19","2.09999990463257","2.79999995231628","2.40000009536743","193","II(c) Burkitt lymphoma",80961146,"2010-04-01 00:00:00",1486
"0-14","3.79999995231628","4.90000009536743","4.30000019073486","259","II(d) Miscellaneous lymphoreticular neoplasms",59550980,"2010-04-01 00:00:00",1487
"0-19","3.09999990463257","4","3.5","286","II(d) Miscellaneous lymphoreticular neoplasms",80961146,"2010-04-01 00:00:00",1488
"0-14","null","null","null","null","II(e) Unspecified lymphomas",59550980,"2010-04-01 00:00:00",1489
"0-19","0.200000002980232","0.5","0.300000011920929","28","II(e) Unspecified lymphomas",80961146,"2010-04-01 00:00:00",1490
"0-14","32.5","35.4000015258789","33.9000015258789","2026","III CNS and misc intracranial and intraspinal neoplasms",59550980,"2010-04-01 00:00:00",1491
"0-19","29.1000003814697","31.5","30.2999992370605","2441","III CNS and misc intracranial and intraspinal neoplasms",80961146,"2010-04-01 00:00:00",1492
"0-14","2.70000004768372","3.59999990463257","3.09999990463257","187","III(a) Ependymomas and choroid plexus tumor",59550980,"2010-04-01 00:00:00",1493
"0-19","2.29999995231628","3.09999990463257","2.70000004768372","218","III(a) Ependymomas and choroid plexus tumor",80961146,"2010-04-01 00:00:00",1494
"0-14","15.8999996185303","18","16.8999996185303","1007","III(b) Astrocytomas",59550980,"2010-04-01 00:00:00",1495
"0-19","14.6000003814697","16.3999996185303","15.5","1249","III(b) Astrocytomas",80961146,"2010-04-01 00:00:00",1496
"0-14","6.59999990463257","8","7.30000019073486","438","III(c) Intracranial and intraspinal embryonal tumors",59550980,"2010-04-01 00:00:00",1497
"0-19","5.5","6.59999990463257","6.09999990463257","487","III(c) Intracranial and intraspinal embryonal tumors",80961146,"2010-04-01 00:00:00",1498
"0-14","5","6.19999980926514","5.59999990463257","331","III(d) Other gliomas",59550980,"2010-04-01 00:00:00",1499
"0-19","4.59999990463257","5.59999990463257","5.09999990463257","410","III(d) Other gliomas",80961146,"2010-04-01 00:00:00",1500
"0-14","0.5","0.899999976158142","0.699999988079071","39","III(e) Other specified intracranial & intraspinal neoplasms",59550980,"2010-04-01 00:00:00",1501
"0-19","0.5","0.800000011920929","0.600000023841858","49","III(e) Other specified intracranial & intraspinal neoplasms",80961146,"2010-04-01 00:00:00",1502
"0-14","0.300000011920929","0.600000023841858","0.400000005960464","24","III(f) Unspecified intracranial and intraspinal neoplasms",59550980,"2010-04-01 00:00:00",1503
"0-19","0.200000002980232","0.5","0.300000011920929","28","III(f) Unspecified intracranial and intraspinal neoplasms",80961146,"2010-04-01 00:00:00",1504
"0-14","9.89999961853027","11.6000003814697","10.6999998092651","649","IV Neuroblastoma and other peripheral nervous cell tumors",59550980,"2010-04-01 00:00:00",1505
"0-19","7.59999990463257","8.89999961853027","8.19999980926514","666","IV Neuroblastoma and other peripheral nervous cell tumors",80961146,"2010-04-01 00:00:00",1506
"0-14","9.80000019073486","11.3999996185303","10.6000003814697","640","IV(a) Neuroblastoma and ganglioneuroblastoma",59550980,"2010-04-01 00:00:00",1507
"0-19","7.40000009536743","8.69999980926514","8","650","IV(a) Neuroblastoma and ganglioneuroblastoma",80961146,"2010-04-01 00:00:00",1508
"0-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",59550980,"2010-04-01 00:00:00",1509
"0-19","0.100000001490116","0.300000011920929","0.200000002980232","16","IV(b) Other peripheral nervous cell tumors",80961146,"2010-04-01 00:00:00",1510
"0-14","10.3999996185303","12.1000003814697","11.1999998092651","667","IX Soft tissue and other extraosseous sarcomas",59550980,"2010-04-01 00:00:00",1511
"0-19","11.5","13.1000003814697","12.3000001907349","999","IX Soft tissue and other extraosseous sarcomas",80961146,"2010-04-01 00:00:00",1512
"0-14","4.90000009536743","6.09999990463257","5.5","327","IX(a) Rhabdomyosarcomas",59550980,"2010-04-01 00:00:00",1513
"0-19","4.59999990463257","5.59999990463257","5.09999990463257","413","IX(a) Rhabdomyosarcomas",80961146,"2010-04-01 00:00:00",1514
"0-14","0.5","0.899999976158142","0.699999988079071","41","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",59550980,"2010-04-01 00:00:00",1515
"0-19","0.699999988079071","1.10000002384186","0.899999976158142","73","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",80961146,"2010-04-01 00:00:00",1516
"0-14","null","null","null","null","IX(c) Kaposi sarcoma",59550980,"2010-04-01 00:00:00",1517
"0-19","null","null","null","null","IX(c) Kaposi sarcoma",80961146,"2010-04-01 00:00:00",1518
"0-14","3.29999995231628","4.30000019073486","3.79999995231628","224","IX(d) Other specified soft tissue sarcomas",59550980,"2010-04-01 00:00:00",1519
"0-19","4.09999990463257","5.09999990463257","4.59999990463257","373","IX(d) Other specified soft tissue sarcomas",80961146,"2010-04-01 00:00:00",1520
"0-14","1","1.60000002384186","1.29999995231628","75","IX(e) Unspecified soft tissue sarcomas",59550980,"2010-04-01 00:00:00",1521
"0-19","1.39999997615814","2","1.70000004768372","137","IX(e) Unspecified soft tissue sarcomas",80961146,"2010-04-01 00:00:00",1522
"0-14","null","null","null","null","Not classified by ICCC",59550980,"2010-04-01 00:00:00",1523
"0-19","0.100000001490116","0.300000011920929","0.200000002980232","17","Not classified by ICCC",80961146,"2010-04-01 00:00:00",1524
"0-14","3.79999995231628","4.90000009536743","4.30000019073486","261","V Retinoblastoma",59550980,"2010-04-01 00:00:00",1525
"0-19","2.79999995231628","3.59999990463257","3.20000004768372","261","V Retinoblastoma",80961146,"2010-04-01 00:00:00",1526
"0-14","7.69999980926514","9.10000038146973","8.39999961853027","506","VI Renal tumors",59550980,"2010-04-01 00:00:00",1527
"0-19","6","7.19999980926514","6.59999990463257","534","VI Renal tumors",80961146,"2010-04-01 00:00:00",1528
"0-14","7.30000019073486","8.80000019073486","8","486","VI(a) Nephroblastoma and other nonepithelial renal tumors",59550980,"2010-04-01 00:00:00",1529
"0-19","5.59999990463257","6.69999980926514","6.09999990463257","493","VI(a) Nephroblastoma and other nonepithelial renal tumors",80961146,"2010-04-01 00:00:00",1530
"0-14","0.200000002980232","0.5","0.300000011920929","17","VI(b) Renal carcinomas",59550980,"2010-04-01 00:00:00",1531
"0-19","0.300000011920929","0.600000023841858","0.5","38","VI(b) Renal carcinomas",80961146,"2010-04-01 00:00:00",1532
"0-14","null","null","null","null","VI(c) Unspecified malignant renal tumors",59550980,"2010-04-01 00:00:00",1533
"0-19","null","null","null","null","VI(c) Unspecified malignant renal tumors",80961146,"2010-04-01 00:00:00",1534
"0-14","2.5","3.40000009536743","2.90000009536743","178","VII Hepatic tumors",59550980,"2010-04-01 00:00:00",1535
"0-19","2.20000004768372","2.90000009536743","2.59999990463257","209","VII Hepatic tumors",80961146,"2010-04-01 00:00:00",1536
"0-14","2.09999990463257","2.90000009536743","2.5","150","VII(a) Hepatoblastoma",59550980,"2010-04-01 00:00:00",1537
"0-19","1.60000002384186","2.20000004768372","1.89999997615814","153","VII(a) Hepatoblastoma",80961146,"2010-04-01 00:00:00",1538
"0-14","0.300000011920929","0.699999988079071","0.5","28","VII(b) Hepatic carcinomas",59550980,"2010-04-01 00:00:00",1539
"0-19","0.5","0.899999976158142","0.699999988079071","55","VII(b) Hepatic carcinomas",80961146,"2010-04-01 00:00:00",1540
"0-14","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",59550980,"2010-04-01 00:00:00",1541
"0-19","null","null","null","null","VII(c) Unspecified malignant hepatic tumors",80961146,"2010-04-01 00:00:00",1542
"0-14","5.80000019073486","7.09999990463257","6.40000009536743","381","VIII Malignant bone tumors",59550980,"2010-04-01 00:00:00",1543
"0-19","7.5","8.69999980926514","8.10000038146973","660","VIII Malignant bone tumors",80961146,"2010-04-01 00:00:00",1544
"0-14","3.20000004768372","4.19999980926514","3.70000004768372","217","VIII(a) Osteosarcomas",59550980,"2010-04-01 00:00:00",1545
"0-19","4.30000019073486","5.19999980926514","4.69999980926514","385","VIII(a) Osteosarcomas",80961146,"2010-04-01 00:00:00",1546
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",59550980,"2010-04-01 00:00:00",1547
"0-19","0.200000002980232","0.5","0.300000011920929","27","VIII(b) Chondrosarcomas",80961146,"2010-04-01 00:00:00",1548
"0-14","1.79999995231628","2.59999990463257","2.20000004768372","129","VIII(c) Ewing tumor and related sarcomas of bone",59550980,"2010-04-01 00:00:00",1549
"0-19","2.09999990463257","2.79999995231628","2.5","201","VIII(c) Ewing tumor and related sarcomas of bone",80961146,"2010-04-01 00:00:00",1550
"0-14","0.200000002980232","0.5","0.300000011920929","17","VIII(d) Other specified malignant bone tumors",59550980,"2010-04-01 00:00:00",1551
"0-19","0.300000011920929","0.600000023841858","0.400000005960464","33","VIII(d) Other specified malignant bone tumors",80961146,"2010-04-01 00:00:00",1552
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",59550980,"2010-04-01 00:00:00",1553
"0-19","null","null","null","null","VIII(e) Unspecified malignant bone tumors",80961146,"2010-04-01 00:00:00",1554
"0-14","5.40000009536743","6.69999980926514","6","357","X Germ cell, trophoblastic tumors & neoplasms of gonads",59550980,"2010-04-01 00:00:00",1555
"0-19","10.3999996185303","11.8000001907349","11.1000003814697","920","X Germ cell, trophoblastic tumors & neoplasms of gonads",80961146,"2010-04-01 00:00:00",1556
"0-14","1.39999997615814","2.09999990463257","1.79999995231628","104","X(a) Intracranial & intraspinal germ cell tumors",59550980,"2010-04-01 00:00:00",1557
"0-19","1.60000002384186","2.20000004768372","1.89999997615814","152","X(a) Intracranial & intraspinal germ cell tumors",80961146,"2010-04-01 00:00:00",1558
"0-14","1","1.60000002384186","1.29999995231628","78","X(b) Malignant extracranial & extragonadal germ cell tumors",59550980,"2010-04-01 00:00:00",1559
"0-19","1.10000002384186","1.60000002384186","1.29999995231628","106","X(b) Malignant extracranial & extragonadal germ cell tumors",80961146,"2010-04-01 00:00:00",1560
"0-14","2.20000004768372","3","2.59999990463257","153","X(c) Malignant gonadal germ cell tumors",59550980,"2010-04-01 00:00:00",1561
"0-19","6.5","7.59999990463257","7","588","X(c) Malignant gonadal germ cell tumors",80961146,"2010-04-01 00:00:00",1562
"0-14","null","null","null","null","X(d) Gonadal carcinomas",59550980,"2010-04-01 00:00:00",1563
"0-19","0.400000005960464","0.699999988079071","0.5","44","X(d) Gonadal carcinomas",80961146,"2010-04-01 00:00:00",1564
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",59550980,"2010-04-01 00:00:00",1565
"0-19","0.200000002980232","0.5","0.400000005960464","30","X(e) Other and unspecified malignant gonadal tumors",80961146,"2010-04-01 00:00:00",1566
"0-14","6.19999980926514","7.59999990463257","6.90000009536743","407","XI Other malignant epithelial neoplasms and malignant melanomas",59550980,"2010-04-01 00:00:00",1567
"0-19","16.6000003814697","18.3999996185303","17.5","1458","XI Other malignant epithelial neoplasms and malignant melanomas",80961146,"2010-04-01 00:00:00",1568
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",59550980,"2010-04-01 00:00:00",1569
"0-19","0.100000001490116","0.400000005960464","0.200000002980232","19","XI(a) Adrenocortical carcinomas",80961146,"2010-04-01 00:00:00",1570
"0-14","2.29999995231628","3.09999990463257","2.70000004768372","157","XI(b) Thyroid carcinomas",59550980,"2010-04-01 00:00:00",1571
"0-19","7.80000019073486","9","8.39999961853027","700","XI(b) Thyroid carcinomas",80961146,"2010-04-01 00:00:00",1572
"0-14","0.200000002980232","0.5","0.300000011920929","17","XI(c) Nasopharyngeal carcinomas",59550980,"2010-04-01 00:00:00",1573
"0-19","0.400000005960464","0.800000011920929","0.600000023841858","48","XI(c) Nasopharyngeal carcinomas",80961146,"2010-04-01 00:00:00",1574
"0-14","1.60000002384186","2.29999995231628","1.89999997615814","113","XI(d) Malignant melanomas",59550980,"2010-04-01 00:00:00",1575
"0-19","3.5","4.40000009536743","3.90000009536743","324","XI(d) Malignant melanomas",80961146,"2010-04-01 00:00:00",1576
"0-14","null","null","null","null","XI(e) Skin carcinomas",59550980,"2010-04-01 00:00:00",1577
"0-19","null","null","null","null","XI(e) Skin carcinomas",80961146,"2010-04-01 00:00:00",1578
"0-14","1.39999997615814","2.09999990463257","1.79999995231628","104","XI(f) Other and unspecified carcinomas",59550980,"2010-04-01 00:00:00",1579
"0-19","3.90000009536743","4.80000019073486","4.30000019073486","360","XI(f) Other and unspecified carcinomas",80961146,"2010-04-01 00:00:00",1580
"0-14","0.5","0.899999976158142","0.699999988079071","40","XII Other and unspecified malignant neoplasms",59550980,"2010-04-01 00:00:00",1581
"0-19","0.5","0.899999976158142","0.699999988079071","57","XII Other and unspecified malignant neoplasms",80961146,"2010-04-01 00:00:00",1582
"0-14","0.200000002980232","0.600000023841858","0.400000005960464","22","XII(a) Other specified malignant tumors",59550980,"2010-04-01 00:00:00",1583
"0-19","0.200000002980232","0.5","0.400000005960464","30","XII(a) Other specified malignant tumors",80961146,"2010-04-01 00:00:00",1584
"0-14","0.200000002980232","0.5","0.300000011920929","18","XII(b) Other unspecified malignant tumors",59550980,"2010-04-01 00:00:00",1585
"0-19","0.200000002980232","0.5","0.300000011920929","27","XII(b) Other unspecified malignant tumors",80961146,"2010-04-01 00:00:00",1586
"0-14","6.19999980926514","7.59999990463257","6.90000009536743","408","VIII Malignant bone tumors",59850043,"2008-04-01 00:00:00",1299
"0-19","8.10000038146973","9.39999961853027","8.69999980926514","718","VIII Malignant bone tumors",81683260,"2008-04-01 00:00:00",1300
"0-14","3.40000009536743","4.40000009536743","3.90000009536743","230","VIII(a) Osteosarcomas",59850043,"2008-04-01 00:00:00",1301
"0-19","4.5","5.5","5","412","VIII(a) Osteosarcomas",81683260,"2008-04-01 00:00:00",1302
"0-14","null","null","null","null","VIII(b) Chondrosarcomas",59850043,"2008-04-01 00:00:00",1303
"0-19","0.300000011920929","0.5","0.400000005960464","32","VIII(b) Chondrosarcomas",81683260,"2008-04-01 00:00:00",1304
"0-14","2.09999990463257","2.90000009536743","2.5","147","VIII(c) Ewing tumor and related sarcomas of bone",59850043,"2008-04-01 00:00:00",1305
"0-19","2.40000009536743","3.09999990463257","2.70000004768372","224","VIII(c) Ewing tumor and related sarcomas of bone",81683260,"2008-04-01 00:00:00",1306
"0-14","null","null","null","null","VIII(d) Other specified malignant bone tumors",59850043,"2008-04-01 00:00:00",1307
"0-19","0.200000002980232","0.5","0.300000011920929","29","VIII(d) Other specified malignant bone tumors",81683260,"2008-04-01 00:00:00",1308
"0-14","null","null","null","null","VIII(e) Unspecified malignant bone tumors",59850043,"2008-04-01 00:00:00",1309
"0-19","0.200000002980232","0.400000005960464","0.300000011920929","21","VIII(e) Unspecified malignant bone tumors",81683260,"2008-04-01 00:00:00",1310
"0-14","4.69999980926514","5.80000019073486","5.19999980926514","316","X Germ cell, trophoblastic tumors & neoplasms of gonads",59850043,"2008-04-01 00:00:00",1311
"0-19","10.1999998092651","11.6000003814697","10.8999996185303","919","X Germ cell, trophoblastic tumors & neoplasms of gonads",81683260,"2008-04-01 00:00:00",1312
"0-14","1.10000002384186","1.70000004768372","1.29999995231628","80","X(a) Intracranial & intraspinal germ cell tumors",59850043,"2008-04-01 00:00:00",1313
"0-19","1.39999997615814","2","1.70000004768372","142","X(a) Intracranial & intraspinal germ cell tumors",81683260,"2008-04-01 00:00:00",1314
"0-14","1.10000002384186","1.70000004768372","1.39999997615814","87","X(b) Malignant extracranial & extragonadal germ cell tumors",59850043,"2008-04-01 00:00:00",1315
"0-19","1.20000004768372","1.70000004768372","1.39999997615814","121","X(b) Malignant extracranial & extragonadal germ cell tumors",81683260,"2008-04-01 00:00:00",1316
"0-14","1.89999997615814","2.70000004768372","2.29999995231628","138","X(c) Malignant gonadal germ cell tumors",59850043,"2008-04-01 00:00:00",1317
"0-19","6.69999980926514","7.80000019073486","7.19999980926514","616","X(c) Malignant gonadal germ cell tumors",81683260,"2008-04-01 00:00:00",1318
"0-14","null","null","null","null","X(d) Gonadal carcinomas",59850043,"2008-04-01 00:00:00",1319
"0-19","0.200000002980232","0.5","0.300000011920929","28","X(d) Gonadal carcinomas",81683260,"2008-04-01 00:00:00",1320
"0-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",59850043,"2008-04-01 00:00:00",1321
"0-19","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",81683260,"2008-04-01 00:00:00",1322
"0-14","6.5","7.90000009536743","7.19999980926514","431","XI Other malignant epithelial neoplasms and malignant melanomas",59850043,"2008-04-01 00:00:00",1323
"0-19","16.8999996185303","18.7000007629395","17.7000007629395","1504","XI Other malignant epithelial neoplasms and malignant melanomas",81683260,"2008-04-01 00:00:00",1324
"0-14","null","null","null","null","XI(a) Adrenocortical carcinomas",59850043,"2008-04-01 00:00:00",1325
"0-19","0.100000001490116","0.300000011920929","0.200000002980232","18","XI(a) Adrenocortical carcinomas",81683260,"2008-04-01 00:00:00",1326
"0-14","2.20000004768372","3","2.5","152","XI(b) Thyroid carcinomas",59850043,"2008-04-01 00:00:00",1327
"0-19","7.19999980926514","8.39999961853027","7.80000019073486","663","XI(b) Thyroid carcinomas",81683260,"2008-04-01 00:00:00",1328
"0-14","0.200000002980232","0.5","0.300000011920929","17","XI(c) Nasopharyngeal carcinomas",59850043,"2008-04-01 00:00:00",1329
"0-19","0.400000005960464","0.699999988079071","0.5","46","XI(c) Nasopharyngeal carcinomas",81683260,"2008-04-01 00:00:00",1330
"0-14","1.89999997615814","2.70000004768372","2.29999995231628","136","XI(d) Malignant melanomas",59850043,"2008-04-01 00:00:00",1331
"0-19","4.40000009536743","5.30000019073486","4.80000019073486","407","XI(d) Malignant melanomas",81683260,"2008-04-01 00:00:00",1332
"0-14","null","null","null","null","XI(e) Skin carcinomas",59850043,"2008-04-01 00:00:00",1333
