"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","ICCC_GROUP","POPULATION","YEAR","SERIALID"
"5-9","null","null","null","null","X(b) Malignant extracranial & extragonadal germ cell tumors",19582537,"2008-04-01 00:00:00",3290
"<1","10","17.3999996185303","13.3000001907349","54","X(b) Malignant extracranial & extragonadal germ cell tumors",4060896,"2008-04-01 00:00:00",3291
"1-4","1.10000002384186","2.40000009536743","1.60000002384186","26","X(c) Malignant gonadal germ cell tumors",15854786,"2008-04-01 00:00:00",3292
"10-14","2.59999990463257","4.19999980926514","3.29999995231628","67","X(c) Malignant gonadal germ cell tumors",20351824,"2008-04-01 00:00:00",3293
"15-19","20","23.8999996185303","21.8999996185303","478","X(c) Malignant gonadal germ cell tumors",21833217,"2008-04-01 00:00:00",3294
"5-9","0.699999988079071","1.79999995231628","1.20000004768372","23","X(c) Malignant gonadal germ cell tumors",19582537,"2008-04-01 00:00:00",3295
"<1","3.40000009536743","8.19999980926514","5.40000009536743","22","X(c) Malignant gonadal germ cell tumors",4060896,"2008-04-01 00:00:00",3296
"1-4","null","null","null","null","X(d) Gonadal carcinomas",15854786,"2008-04-01 00:00:00",3297
"10-14","null","null","null","null","X(d) Gonadal carcinomas",20351824,"2008-04-01 00:00:00",3298
"15-19","0.600000023841858","1.5","1","21","X(d) Gonadal carcinomas",21833217,"2008-04-01 00:00:00",3299
"5-9","null","null","null","null","X(d) Gonadal carcinomas",19582537,"2008-04-01 00:00:00",3300
"<1","null","null","null","null","X(d) Gonadal carcinomas",4060896,"2008-04-01 00:00:00",3301
"1-4","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",15854786,"2008-04-01 00:00:00",3302
"10-14","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",20351824,"2008-04-01 00:00:00",3303
"15-19","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",21833217,"2008-04-01 00:00:00",3304
"5-9","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",19582537,"2008-04-01 00:00:00",3305
"<1","null","null","null","null","X(e) Other and unspecified malignant gonadal tumors",4060896,"2008-04-01 00:00:00",3306
"1-4","1.39999997615814","2.90000009536743","2.09999990463257","33","XI Other malignant epithelial neoplasms and malignant melanomas",15854786,"2008-04-01 00:00:00",3307
"10-14","12.8000001907349","16.1000003814697","14.3999996185303","293","XI Other malignant epithelial neoplasms and malignant melanomas",20351824,"2008-04-01 00:00:00",3308
"15-19","46.2000007629395","52.2000007629395","49.0999984741211","1073","XI Other malignant epithelial neoplasms and malignant melanomas",21833217,"2008-04-01 00:00:00",3309
"5-9","2.70000004768372","4.5","3.5","69","XI Other malignant epithelial neoplasms and malignant melanomas",19582537,"2008-04-01 00:00:00",3310
"<1","6.19999980926514","12.3000001907349","8.89999961853027","36","XI Other malignant epithelial neoplasms and malignant melanomas",4060896,"2008-04-01 00:00:00",3311
"1-4","null","null","null","null","XI(a) Adrenocortical carcinomas",15854786,"2008-04-01 00:00:00",3312
"10-14","null","null","null","null","XI(a) Adrenocortical carcinomas",20351824,"2008-04-01 00:00:00",3313
"15-19","null","null","null","null","XI(a) Adrenocortical carcinomas",21833217,"2008-04-01 00:00:00",3314
"5-9","null","null","null","null","XI(a) Adrenocortical carcinomas",19582537,"2008-04-01 00:00:00",3315
"<1","null","null","null","null","XI(a) Adrenocortical carcinomas",4060896,"2008-04-01 00:00:00",3316
"1-4","null","null","null","null","XI(b) Thyroid carcinomas",15854786,"2008-04-01 00:00:00",3317
"10-14","5","7.19999980926514","6","123","XI(b) Thyroid carcinomas",20351824,"2008-04-01 00:00:00",3318
"15-19","21.3999996185303","25.5","23.3999996185303","511","XI(b) Thyroid carcinomas",21833217,"2008-04-01 00:00:00",3319
"5-9","0.699999988079071","1.79999995231628","1.20000004768372","23","XI(b) Thyroid carcinomas",19582537,"2008-04-01 00:00:00",3320
"<1","null","null","null","null","XI(b) Thyroid carcinomas",4060896,"2008-04-01 00:00:00",3321
"1-4","null","null","null","null","XI(c) Nasopharyngeal carcinomas",15854786,"2008-04-01 00:00:00",3322
"10-14","0.5","1.29999995231628","0.800000011920929","17","XI(c) Nasopharyngeal carcinomas",20351824,"2008-04-01 00:00:00",3323
"15-19","0.899999976158142","1.89999997615814","1.29999995231628","29","XI(c) Nasopharyngeal carcinomas",21833217,"2008-04-01 00:00:00",3324
"5-9","null","null","null","null","XI(c) Nasopharyngeal carcinomas",19582537,"2008-04-01 00:00:00",3325
"<1","null","null","null","null","XI(c) Nasopharyngeal carcinomas",4060896,"2008-04-01 00:00:00",3326
"1-4","null","null","null","null","XI(d) Malignant melanomas",15854786,"2008-04-01 00:00:00",3327
"10-14","2.79999995231628","4.5","3.59999990463257","73","XI(d) Malignant melanomas",20351824,"2008-04-01 00:00:00",3328
"15-19","11","14","12.3999996185303","271","XI(d) Malignant melanomas",21833217,"2008-04-01 00:00:00",3329
"5-9","0.800000011920929","1.89999997615814","1.29999995231628","25","XI(d) Malignant melanomas",19582537,"2008-04-01 00:00:00",3330
"<1","3.79999995231628","8.80000019073486","5.90000009536743","24","XI(d) Malignant melanomas",4060896,"2008-04-01 00:00:00",3331
"1-4","null","null","null","null","XI(e) Skin carcinomas",15854786,"2008-04-01 00:00:00",3332
"10-14","null","null","null","null","XI(e) Skin carcinomas",20351824,"2008-04-01 00:00:00",3333
"15-19","null","null","null","null","XI(e) Skin carcinomas",21833217,"2008-04-01 00:00:00",3334
"5-9","null","null","null","null","XI(e) Skin carcinomas",19582537,"2008-04-01 00:00:00",3335
"<1","null","null","null","null","XI(e) Skin carcinomas",4060896,"2008-04-01 00:00:00",3336
"1-4","null","null","null","null","XI(f) Other and unspecified carcinomas",15854786,"2008-04-01 00:00:00",3337
"10-14","3","4.69999980926514","3.79999995231628","77","XI(f) Other and unspecified carcinomas",20351824,"2008-04-01 00:00:00",3338
"15-19","10.3000001907349","13.3000001907349","11.6999998092651","256","XI(f) Other and unspecified carcinomas",21833217,"2008-04-01 00:00:00",3339
"5-9","0.600000023841858","1.5","1","19","XI(f) Other and unspecified carcinomas",19582537,"2008-04-01 00:00:00",3340
"<1","null","null","null","null","XI(f) Other and unspecified carcinomas",4060896,"2008-04-01 00:00:00",3341
"1-4","0.600000023841858","1.60000002384186","1","16","XII Other and unspecified malignant neoplasms",15854786,"2008-04-01 00:00:00",3342
"10-14","null","null","null","null","XII Other and unspecified malignant neoplasms",20351824,"2008-04-01 00:00:00",3343
"15-19","0.600000023841858","1.5","1","22","XII Other and unspecified malignant neoplasms",21833217,"2008-04-01 00:00:00",3344
"5-9","null","null","null","null","XII Other and unspecified malignant neoplasms",19582537,"2008-04-01 00:00:00",3345
"<1","null","null","null","null","XII Other and unspecified malignant neoplasms",4060896,"2008-04-01 00:00:00",3346
"1-4","null","null","null","null","XII(a) Other specified malignant tumors",15854786,"2008-04-01 00:00:00",3347
"10-14","null","null","null","null","XII(a) Other specified malignant tumors",20351824,"2008-04-01 00:00:00",3348
"15-19","null","null","null","null","XII(a) Other specified malignant tumors",21833217,"2008-04-01 00:00:00",3349
"5-9","null","null","null","null","XII(a) Other specified malignant tumors",19582537,"2008-04-01 00:00:00",3350
"<1","null","null","null","null","XII(a) Other specified malignant tumors",4060896,"2008-04-01 00:00:00",3351
"1-4","null","null","null","null","XII(b) Other unspecified malignant tumors",15854786,"2008-04-01 00:00:00",3352
"10-14","null","null","null","null","XII(b) Other unspecified malignant tumors",20351824,"2008-04-01 00:00:00",3353
"15-19","null","null","null","null","XII(b) Other unspecified malignant tumors",21833217,"2008-04-01 00:00:00",3354
"5-9","null","null","null","null","XII(b) Other unspecified malignant tumors",19582537,"2008-04-01 00:00:00",3355
"<1","null","null","null","null","XII(b) Other unspecified malignant tumors",4060896,"2008-04-01 00:00:00",3356
"1-4","209.800003051758","224.300003051758","217","3462","All ICCC Groups Combined",15955735,"2009-04-01 00:00:00",3357
"10-14","128.300003051758","138.399993896484","133.300003051758","2707","All ICCC Groups Combined",20307843,"2009-04-01 00:00:00",3358
"15-19","208.899993896484","221.300003051758","215","4692","All ICCC Groups Combined",21819838,"2009-04-01 00:00:00",3359
"5-9","117.400001525879","127.199996948242","122.199996948242","2424","All ICCC Groups Combined",19829550,"2009-04-01 00:00:00",3360
"<1","252","284.600006103516","267.899993896484","1054","All ICCC Groups Combined",3933652,"2009-04-01 00:00:00",3361
"1-4","88.3000030517578","97.9000015258789","93","1484","I Leukemias, myeloproliferative & myelodysplastic diseases",15955735,"2009-04-01 00:00:00",3362
"10-14","28.7000007629395","33.5999984741211","31.1000003814697","632","I Leukemias, myeloproliferative & myelodysplastic diseases",20307843,"2009-04-01 00:00:00",3363
"15-19","28.5","33.2000007629395","30.7999992370605","671","I Leukemias, myeloproliferative & myelodysplastic diseases",21819838,"2009-04-01 00:00:00",3364
"5-9","39","44.7000007629395","41.7999992370605","828","I Leukemias, myeloproliferative & myelodysplastic diseases",19829550,"2009-04-01 00:00:00",3365
"<1","42.0999984741211","56.2000007629395","48.7999992370605","192","I Leukemias, myeloproliferative & myelodysplastic diseases",3933652,"2009-04-01 00:00:00",3366
"1-4","73.3000030517578","82","77.5999984741211","1238","I(a) Lymphoid leukemias",15955735,"2009-04-01 00:00:00",3367
"10-14","19.5","23.5","21.3999996185303","435","I(a) Lymphoid leukemias",20307843,"2009-04-01 00:00:00",3368
"15-19","14.1000003814697","17.5","15.8000001907349","344","I(a) Lymphoid leukemias",21819838,"2009-04-01 00:00:00",3369
"5-9","32.5","37.7999992370605","35","695","I(a) Lymphoid leukemias",19829550,"2009-04-01 00:00:00",3370
"<1","15.3999996185303","24.5","19.6000003814697","77","I(a) Lymphoid leukemias",3933652,"2009-04-01 00:00:00",3371
"1-4","9.10000038146973","12.3999996185303","10.6999998092651","170","I(b) Acute myeloid leukemias",15955735,"2009-04-01 00:00:00",3372
"10-14","5.40000009536743","7.69999980926514","6.5","131","I(b) Acute myeloid leukemias",20307843,"2009-04-01 00:00:00",3373
"15-19","7.40000009536743","9.89999961853027","8.60000038146973","187","I(b) Acute myeloid leukemias",21819838,"2009-04-01 00:00:00",3374
"5-9","3.29999995231628","5.09999990463257","4.09999990463257","82","I(b) Acute myeloid leukemias",19829550,"2009-04-01 00:00:00",3375
"<1","11.8999996185303","19.8999996185303","15.5","61","I(b) Acute myeloid leukemias",3933652,"2009-04-01 00:00:00",3376
"1-4","0.600000023841858","1.60000002384186","1","16","I(c) Chronic myeloproliferative diseases",15955735,"2009-04-01 00:00:00",3377
"10-14","1.39999997615814","2.70000004768372","2","41","I(c) Chronic myeloproliferative diseases",20307843,"2009-04-01 00:00:00",3378
"15-19","3.20000004768372","5","4","88","I(c) Chronic myeloproliferative diseases",21819838,"2009-04-01 00:00:00",3379
"5-9","0.5","1.39999997615814","0.899999976158142","17","I(c) Chronic myeloproliferative diseases",19829550,"2009-04-01 00:00:00",3380
"<1","3.09999990463257","7.90000009536743","5.09999990463257","20","I(c) Chronic myeloproliferative diseases",3933652,"2009-04-01 00:00:00",3381
"1-4","1.5","3.09999990463257","2.20000004768372","35","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",15955735,"2009-04-01 00:00:00",3382
"10-14","0.5","1.39999997615814","0.899999976158142","18","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",20307843,"2009-04-01 00:00:00",3383
"15-19","0.800000011920929","1.79999995231628","1.20000004768372","27","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",21819838,"2009-04-01 00:00:00",3384
"5-9","null","null","null","null","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",19829550,"2009-04-01 00:00:00",3385
"<1","3.90000009536743","9.10000038146973","6.09999990463257","24","I(d) Myelodysplastic syndrome and other myeloproliferative diseases",3933652,"2009-04-01 00:00:00",3386
"1-4","1","2.29999995231628","1.60000002384186","25","I(e) Unspecified and other specified leukemias",15955735,"2009-04-01 00:00:00",3387
"10-14","null","null","null","null","I(e) Unspecified and other specified leukemias",20307843,"2009-04-01 00:00:00",3388
"15-19","0.699999988079071","1.70000004768372","1.10000002384186","25","I(e) Unspecified and other specified leukemias",21819838,"2009-04-01 00:00:00",3389
"5-9","0.699999988079071","1.70000004768372","1.10000002384186","22","I(e) Unspecified and other specified leukemias",19829550,"2009-04-01 00:00:00",3390
"1-4","8.60000038146973","11.8000001907349","10.1999998092651","162","II Lymphomas and reticuloendothelial neoplasms",15955735,"2009-04-01 00:00:00",3391
"10-14","22.2000007629395","26.5","24.2999992370605","493","II Lymphomas and reticuloendothelial neoplasms",20307843,"2009-04-01 00:00:00",3392
"15-19","46.5","52.4000015258789","49.4000015258789","1077","II Lymphomas and reticuloendothelial neoplasms",21819838,"2009-04-01 00:00:00",3393
"5-9","12.8000001907349","16.2000007629395","14.3999996185303","286","II Lymphomas and reticuloendothelial neoplasms",19829550,"2009-04-01 00:00:00",3394
"<1","8.30000019073486","15.3000001907349","11.3999996185303","45","II Lymphomas and reticuloendothelial neoplasms",3933652,"2009-04-01 00:00:00",3395
"1-4","0.800000011920929","2","1.29999995231628","21","II(a) Hodgkin lymphomas",15955735,"2009-04-01 00:00:00",3396
"10-14","10","13","11.5","233","II(a) Hodgkin lymphomas",20307843,"2009-04-01 00:00:00",3397
"15-19","30","34.7999992370605","32.2999992370605","705","II(a) Hodgkin lymphomas",21819838,"2009-04-01 00:00:00",3398
"5-9","3.29999995231628","5.09999990463257","4.09999990463257","82","II(a) Hodgkin lymphomas",19829550,"2009-04-01 00:00:00",3399
"<1","null","null","null","null","II(a) Hodgkin lymphomas",3933652,"2009-04-01 00:00:00",3400
"1-4","3.40000009536743","5.5","4.40000009536743","70","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",15955735,"2009-04-01 00:00:00",3401
"10-14","8","10.6999998092651","9.30000019073486","189","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",20307843,"2009-04-01 00:00:00",3402
"15-19","12.6000003814697","15.8000001907349","14.1999998092651","309","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",21819838,"2009-04-01 00:00:00",3403
"5-9","5.59999990463257","7.90000009536743","6.69999980926514","133","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",19829550,"2009-04-01 00:00:00",3404
"<1","3.29999995231628","8.19999980926514","5.30000019073486","21","II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)",3933652,"2009-04-01 00:00:00",3405
"1-4","1.29999995231628","2.79999995231628","1.89999997615814","31","II(c) Burkitt lymphoma",15955735,"2009-04-01 00:00:00",3406
"10-14","2.09999990463257","3.59999990463257","2.79999995231628","56","II(c) Burkitt lymphoma",20307843,"2009-04-01 00:00:00",3407
"15-19","1.29999995231628","2.5","1.89999997615814","41","II(c) Burkitt lymphoma",21819838,"2009-04-01 00:00:00",3408
"5-9","1.89999997615814","3.29999995231628","2.5","50","II(c) Burkitt lymphoma",19829550,"2009-04-01 00:00:00",3409
"<1","null","null","null","null","II(c) Burkitt lymphoma",3933652,"2009-04-01 00:00:00",3410
"1-4","1.79999995231628","3.40000009536743","2.5","40","II(d) Miscellaneous lymphoreticular neoplasms",15955735,"2009-04-01 00:00:00",3411
"10-14","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",20307843,"2009-04-01 00:00:00",3412
"15-19","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",21819838,"2009-04-01 00:00:00",3413
"5-9","null","null","null","null","II(d) Miscellaneous lymphoreticular neoplasms",19829550,"2009-04-01 00:00:00",3414
"<1","3.5","8.5","5.59999990463257","22","II(d) Miscellaneous lymphoreticular neoplasms",3933652,"2009-04-01 00:00:00",3415
"1-4","null","null","null","null","II(e) Unspecified lymphomas",15955735,"2009-04-01 00:00:00",3416
"10-14","null","null","null","null","II(e) Unspecified lymphomas",20307843,"2009-04-01 00:00:00",3417
"15-19","null","null","null","null","II(e) Unspecified lymphomas",21819838,"2009-04-01 00:00:00",3418
"5-9","null","null","null","null","II(e) Unspecified lymphomas",19829550,"2009-04-01 00:00:00",3419
"<1","null","null","null","null","II(e) Unspecified lymphomas",3933652,"2009-04-01 00:00:00",3420
"1-4","39.2000007629395","45.7000007629395","42.4000015258789","676","III CNS and misc intracranial and intraspinal neoplasms",15955735,"2009-04-01 00:00:00",3421
"10-14","24.7999992370605","29.3999996185303","27","549","III CNS and misc intracranial and intraspinal neoplasms",20307843,"2009-04-01 00:00:00",3422
"15-19","18.7999992370605","22.7000007629395","20.7000007629395","451","III CNS and misc intracranial and intraspinal neoplasms",21819838,"2009-04-01 00:00:00",3423
"5-9","32","37.2000007629395","34.5","685","III CNS and misc intracranial and intraspinal neoplasms",19829550,"2009-04-01 00:00:00",3424
"<1","33.4000015258789","46.0999984741211","39.4000015258789","155","III CNS and misc intracranial and intraspinal neoplasms",3933652,"2009-04-01 00:00:00",3425
"1-4","4.09999990463257","6.40000009536743","5.09999990463257","82","III(a) Ependymomas and choroid plexus tumor",15955735,"2009-04-01 00:00:00",3426
"10-14","0.699999988079071","1.70000004768372","1.10000002384186","23","III(a) Ependymomas and choroid plexus tumor",20307843,"2009-04-01 00:00:00",3427
"15-19","1.5","2.79999995231628","2.09999990463257","46","III(a) Ependymomas and choroid plexus tumor",21819838,"2009-04-01 00:00:00",3428
"5-9","1.10000002384186","2.29999995231628","1.70000004768372","33","III(a) Ependymomas and choroid plexus tumor",19829550,"2009-04-01 00:00:00",3429
"<1","null","null","null","null","III(a) Ependymomas and choroid plexus tumor",3933652,"2009-04-01 00:00:00",3430
"1-4","17.7000007629395","22.1000003814697","19.7999992370605","316","III(b) Astrocytomas",15955735,"2009-04-01 00:00:00",3431
"10-14","13.6000003814697","17.1000003814697","15.3000001907349","310","III(b) Astrocytomas",20307843,"2009-04-01 00:00:00",3432
"15-19","10","12.8999996185303","11.3999996185303","249","III(b) Astrocytomas",21819838,"2009-04-01 00:00:00",3433
"5-9","14.3000001907349","17.7999992370605","16","317","III(b) Astrocytomas",19829550,"2009-04-01 00:00:00",3434
"<1","11.6000003814697","19.6000003814697","15.3000001907349","60","III(b) Astrocytomas",3933652,"2009-04-01 00:00:00",3435
"1-4","8.19999980926514","11.3000001907349","9.69999980926514","154","III(c) Intracranial and intraspinal embryonal tumors",15955735,"2009-04-01 00:00:00",3436
"10-14","3.20000004768372","5","4","81","III(c) Intracranial and intraspinal embryonal tumors",20307843,"2009-04-01 00:00:00",3437
"15-19","1.89999997615814","3.29999995231628","2.59999990463257","56","III(c) Intracranial and intraspinal embryonal tumors",21819838,"2009-04-01 00:00:00",3438
"5-9","6.90000009536743","9.39999961853027","8.10000038146973","160","III(c) Intracranial and intraspinal embryonal tumors",19829550,"2009-04-01 00:00:00",3439
"<1","11.1999998092651","19.1000003814697","14.6999998092651","58","III(c) Intracranial and intraspinal embryonal tumors",3933652,"2009-04-01 00:00:00",3440
"1-4","5.30000019073486","7.80000019073486","6.5","103","III(d) Other gliomas",15955735,"2009-04-01 00:00:00",3441
"10-14","4.5","6.59999990463257","5.5","112","III(d) Other gliomas",20307843,"2009-04-01 00:00:00",3442
"15-19","2.90000009536743","4.59999990463257","3.70000004768372","80","III(d) Other gliomas",21819838,"2009-04-01 00:00:00",3443
"5-9","6.90000009536743","9.5","8.10000038146973","161","III(d) Other gliomas",19829550,"2009-04-01 00:00:00",3444
"<1","null","null","null","null","III(d) Other gliomas",3933652,"2009-04-01 00:00:00",3445
"1-4","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",15955735,"2009-04-01 00:00:00",3446
"10-14","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",20307843,"2009-04-01 00:00:00",3447
"15-19","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",21819838,"2009-04-01 00:00:00",3448
"5-9","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",19829550,"2009-04-01 00:00:00",3449
"<1","null","null","null","null","III(e) Other specified intracranial & intraspinal neoplasms",3933652,"2009-04-01 00:00:00",3450
"1-4","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",15955735,"2009-04-01 00:00:00",3451
"10-14","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",20307843,"2009-04-01 00:00:00",3452
"15-19","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",21819838,"2009-04-01 00:00:00",3453
"5-9","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",19829550,"2009-04-01 00:00:00",3454
"<1","null","null","null","null","III(f) Unspecified intracranial and intraspinal neoplasms",3933652,"2009-04-01 00:00:00",3455
"1-4","18.5","23","20.7000007629395","330","IV Neuroblastoma and other peripheral nervous cell tumors",15955735,"2009-04-01 00:00:00",3456
"10-14","0.5","1.29999995231628","0.800000011920929","16","IV Neuroblastoma and other peripheral nervous cell tumors",20307843,"2009-04-01 00:00:00",3457
"15-19","null","null","null","null","IV Neuroblastoma and other peripheral nervous cell tumors",21819838,"2009-04-01 00:00:00",3458
"5-9","3.20000004768372","5","4","80","IV Neuroblastoma and other peripheral nervous cell tumors",19829550,"2009-04-01 00:00:00",3459
"<1","50","65.1999969482422","57.2000007629395","225","IV Neuroblastoma and other peripheral nervous cell tumors",3933652,"2009-04-01 00:00:00",3460
"1-4","18.2999992370605","22.7999992370605","20.5","327","IV(a) Neuroblastoma and ganglioneuroblastoma",15955735,"2009-04-01 00:00:00",3461
"10-14","null","null","null","null","IV(a) Neuroblastoma and ganglioneuroblastoma",20307843,"2009-04-01 00:00:00",3462
"15-19","null","null","null","null","IV(a) Neuroblastoma and ganglioneuroblastoma",21819838,"2009-04-01 00:00:00",3463
"5-9","3.09999990463257","4.90000009536743","3.90000009536743","77","IV(a) Neuroblastoma and ganglioneuroblastoma",19829550,"2009-04-01 00:00:00",3464
"<1","49.7000007629395","64.9000015258789","56.9000015258789","224","IV(a) Neuroblastoma and ganglioneuroblastoma",3933652,"2009-04-01 00:00:00",3465
"1-4","null","null","null","null","IV(b) Other peripheral nervous cell tumors",15955735,"2009-04-01 00:00:00",3466
"10-14","null","null","null","null","IV(b) Other peripheral nervous cell tumors",20307843,"2009-04-01 00:00:00",3467
"15-19","null","null","null","null","IV(b) Other peripheral nervous cell tumors",21819838,"2009-04-01 00:00:00",3468
"5-9","null","null","null","null","IV(b) Other peripheral nervous cell tumors",19829550,"2009-04-01 00:00:00",3469
"<1","null","null","null","null","IV(b) Other peripheral nervous cell tumors",3933652,"2009-04-01 00:00:00",3470
"1-4","8.10000038146973","11.1999998092651","9.5","152","IX Soft tissue and other extraosseous sarcomas",15955735,"2009-04-01 00:00:00",3471
"10-14","9.89999961853027","12.8000001907349","11.3000001907349","229","IX Soft tissue and other extraosseous sarcomas",20307843,"2009-04-01 00:00:00",3472
"15-19","14","17.2999992370605","15.6000003814697","340","IX Soft tissue and other extraosseous sarcomas",21819838,"2009-04-01 00:00:00",3473
"5-9","7.40000009536743","10","8.60000038146973","171","IX Soft tissue and other extraosseous sarcomas",19829550,"2009-04-01 00:00:00",3474
"<1","16.6000003814697","25.8999996185303","20.7999992370605","82","IX Soft tissue and other extraosseous sarcomas",3933652,"2009-04-01 00:00:00",3475
"1-4","4.90000009536743","7.30000019073486","6","96","IX(a) Rhabdomyosarcomas",15955735,"2009-04-01 00:00:00",3476
"10-14","2.29999995231628","3.79999995231628","3","60","IX(a) Rhabdomyosarcomas",20307843,"2009-04-01 00:00:00",3477
"15-19","2.70000004768372","4.30000019073486","3.40000009536743","75","IX(a) Rhabdomyosarcomas",21819838,"2009-04-01 00:00:00",3478
"5-9","3.29999995231628","5.19999980926514","4.19999980926514","83","IX(a) Rhabdomyosarcomas",19829550,"2009-04-01 00:00:00",3479
"<1","3.90000009536743","9.10000038146973","6.09999990463257","24","IX(a) Rhabdomyosarcomas",3933652,"2009-04-01 00:00:00",3480
"1-4","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",15955735,"2009-04-01 00:00:00",3481
"10-14","0.699999988079071","1.60000002384186","1.10000002384186","22","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",20307843,"2009-04-01 00:00:00",3482
"15-19","1.60000002384186","2.90000009536743","2.20000004768372","47","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",21819838,"2009-04-01 00:00:00",3483
"5-9","null","null","null","null","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",19829550,"2009-04-01 00:00:00",3484
"<1","4.69999980926514","10.3000001907349","7.09999990463257","28","IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams",3933652,"2009-04-01 00:00:00",3485
"1-4","null","null","null","null","IX(c) Kaposi sarcoma",15955735,"2009-04-01 00:00:00",3486
"10-14","null","null","null","null","IX(c) Kaposi sarcoma",20307843,"2009-04-01 00:00:00",3487
"15-19","null","null","null","null","IX(c) Kaposi sarcoma",21819838,"2009-04-01 00:00:00",3488
"5-9","null","null","null","null","IX(c) Kaposi sarcoma",19829550,"2009-04-01 00:00:00",3489
"<1","null","null","null","null","IX(c) Kaposi sarcoma",3933652,"2009-04-01 00:00:00",3490
"1-4","1.5","3","2.09999990463257","34","IX(d) Other specified soft tissue sarcomas",15955735,"2009-04-01 00:00:00",3491
"10-14","4.5","6.59999990463257","5.5","112","IX(d) Other specified soft tissue sarcomas",20307843,"2009-04-01 00:00:00",3492
"15-19","6.59999990463257","9","7.69999980926514","169","IX(d) Other specified soft tissue sarcomas",21819838,"2009-04-01 00:00:00",3493
"5-9","2.20000004768372","3.79999995231628","2.90000009536743","58","IX(d) Other specified soft tissue sarcomas",19829550,"2009-04-01 00:00:00",3494
"<1","3.5","8.5","5.59999990463257","22","IX(d) Other specified soft tissue sarcomas",3933652,"2009-04-01 00:00:00",3495
"1-4","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",15955735,"2009-04-01 00:00:00",3496
"10-14","1.20000004768372","2.40000009536743","1.70000004768372","35","IX(e) Unspecified soft tissue sarcomas",20307843,"2009-04-01 00:00:00",3497
"15-19","1.39999997615814","2.59999990463257","1.89999997615814","42","IX(e) Unspecified soft tissue sarcomas",21819838,"2009-04-01 00:00:00",3498
"5-9","0.5","1.39999997615814","0.899999976158142","18","IX(e) Unspecified soft tissue sarcomas",19829550,"2009-04-01 00:00:00",3499
"<1","null","null","null","null","IX(e) Unspecified soft tissue sarcomas",3933652,"2009-04-01 00:00:00",3500
"1-4","null","null","null","null","Not classified by ICCC",15955735,"2009-04-01 00:00:00",3501
"10-14","null","null","null","null","Not classified by ICCC",20307843,"2009-04-01 00:00:00",3502
"15-19","null","null","null","null","Not classified by ICCC",21819838,"2009-04-01 00:00:00",3503
"5-9","null","null","null","null","Not classified by ICCC",19829550,"2009-04-01 00:00:00",3504
"<1","null","null","null","null","Not classified by ICCC",3933652,"2009-04-01 00:00:00",3505
"1-4","6.69999980926514","9.5","8","128","V Retinoblastoma",15955735,"2009-04-01 00:00:00",3506
"10-14","null","null","null","null","V Retinoblastoma",20307843,"2009-04-01 00:00:00",3507
"15-19","null","null","null","null","V Retinoblastoma",21819838,"2009-04-01 00:00:00",3508
"5-9","null","null","null","null","V Retinoblastoma",19829550,"2009-04-01 00:00:00",3509
"<1","25.2999992370605","36.5","30.5","120","V Retinoblastoma",3933652,"2009-04-01 00:00:00",3510
"1-4","18.6000003814697","23.1000003814697","20.7000007629395","331","VI Renal tumors",15955735,"2009-04-01 00:00:00",3511
"10-14","0.899999976158142","2","1.39999997615814","28","VI Renal tumors",20307843,"2009-04-01 00:00:00",3512
"15-19","1.29999995231628","2.5","1.79999995231628","40","VI Renal tumors",21819838,"2009-04-01 00:00:00",3513
