"AGE","AGE_SPECIFIC_CI_LOWER","AGE_SPECIFIC_CI_UPPER","AGE_SPECIFIC_RATE","COUNT","EVENT_TYPE","POPULATION","SITE","YEAR","SERIALID"
"1-4","8.19999980926514","9.10000038146973","8.69999980926514","1320","Incidence",15239198,"Leukemia","2005-04-01 00:00:00",4036
"10-14","2.59999990463257","3.09999990463257","2.79999995231628","572","Incidence",20325535,"Leukemia","2005-04-01 00:00:00",4037
"15-19","2.5","3","2.70000004768372","565","Incidence",20568825,"Leukemia","2005-04-01 00:00:00",4038
"5-9","3.5","4.09999990463257","3.79999995231628","704","Incidence",18574692,"Leukemia","2005-04-01 00:00:00",4039
"<1","3.79999995231628","5.09999990463257","4.40000009536743","169","Incidence",3833673,"Leukemia","2005-04-01 00:00:00",4040
"1-4","0.699999988079071","0.899999976158142","0.800000011920929","127","Mortality",15913007,"Other","2005-04-01 00:00:00",4041
"10-14","0.300000011920929","0.5","0.400000005960464","82","Mortality",21212579,"Other","2005-04-01 00:00:00",4042
"15-19","0.5","0.699999988079071","0.600000023841858","120","Mortality",21486214,"Other","2005-04-01 00:00:00",4043
"5-9","0.400000005960464","0.600000023841858","0.5","90","Mortality",19389067,"Other","2005-04-01 00:00:00",4044
"<1","0.300000011920929","0.699999988079071","0.5","19","Mortality",4004393,"Other","2005-04-01 00:00:00",4045
"1-4","4.19999980926514","4.80000019073486","4.5","683","Incidence",15239198,"Other","2005-04-01 00:00:00",4046
"10-14","2.59999990463257","3.09999990463257","2.79999995231628","575","Incidence",20325535,"Other","2005-04-01 00:00:00",4047
"15-19","8.60000038146973","9.39999961853027","9","1843","Incidence",20568825,"Other","2005-04-01 00:00:00",4048
"5-9","1.39999997615814","1.79999995231628","1.60000002384186","299","Incidence",18574692,"Other","2005-04-01 00:00:00",4049
"<1","10.1999998092651","12.3000001907349","11.1999998092651","430","Incidence",3833673,"Other","2005-04-01 00:00:00",4050
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","21","Mortality",15913007,"Soft Tissue","2005-04-01 00:00:00",4051
"10-14","0.100000001490116","0.200000002980232","0.200000002980232","35","Mortality",21212579,"Soft Tissue","2005-04-01 00:00:00",4052
"15-19","0.300000011920929","0.5","0.400000005960464","80","Mortality",21486214,"Soft Tissue","2005-04-01 00:00:00",4053
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","21","Mortality",19389067,"Soft Tissue","2005-04-01 00:00:00",4054
"<1","null","null","null","null","Mortality",4004393,"Soft Tissue","2005-04-01 00:00:00",4055
"1-4","0.899999976158142","1.20000004768372","1","157","Incidence",15239198,"Soft Tissue","2005-04-01 00:00:00",4056
"10-14","0.699999988079071","0.899999976158142","0.800000011920929","157","Incidence",20325535,"Soft Tissue","2005-04-01 00:00:00",4057
"15-19","1","1.29999995231628","1.20000004768372","245","Incidence",20568825,"Soft Tissue","2005-04-01 00:00:00",4058
"5-9","0.5","0.800000011920929","0.600000023841858","117","Incidence",18574692,"Soft Tissue","2005-04-01 00:00:00",4059
"<1","3","4.30000019073486","3.59999990463257","139","Incidence",3833673,"Soft Tissue","2005-04-01 00:00:00",4060
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","44","Mortality",15897145,"Acute Lymphocytic","2006-04-01 00:00:00",4061
"10-14","0.300000011920929","0.400000005960464","0.300000011920929","69","Mortality",21033138,"Acute Lymphocytic","2006-04-01 00:00:00",4062
"15-19","0.300000011920929","0.5","0.400000005960464","92","Mortality",21807709,"Acute Lymphocytic","2006-04-01 00:00:00",4063
"5-9","0.200000002980232","0.300000011920929","0.300000011920929","52","Mortality",19544688,"Acute Lymphocytic","2006-04-01 00:00:00",4064
"<1","null","null","null","null","Mortality",4041738,"Acute Lymphocytic","2006-04-01 00:00:00",4065
"1-4","6.90000009536743","7.80000019073486","7.30000019073486","1118","Incidence",15220617,"Acute Lymphocytic","2006-04-01 00:00:00",4066
"10-14","2","2.40000009536743","2.20000004768372","440","Incidence",20155187,"Acute Lymphocytic","2006-04-01 00:00:00",4067
"15-19","1.5","1.79999995231628","1.60000002384186","340","Incidence",20880977,"Acute Lymphocytic","2006-04-01 00:00:00",4068
"5-9","2.90000009536743","3.5","3.20000004768372","597","Incidence",18721527,"Acute Lymphocytic","2006-04-01 00:00:00",4069
"<1","1.79999995231628","2.79999995231628","2.20000004768372","87","Incidence",3868804,"Acute Lymphocytic","2006-04-01 00:00:00",4070
"1-4","0.300000011920929","0.400000005960464","0.300000011920929","54","Mortality",15897145,"Acute Myeloid","2006-04-01 00:00:00",4071
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","42","Mortality",21033138,"Acute Myeloid","2006-04-01 00:00:00",4072
"15-19","0.300000011920929","0.400000005960464","0.300000011920929","71","Mortality",21807709,"Acute Myeloid","2006-04-01 00:00:00",4073
"5-9","0.100000001490116","0.100000001490116","0.100000001490116","17","Mortality",19544688,"Acute Myeloid","2006-04-01 00:00:00",4074
"<1","null","null","null","null","Mortality",4041738,"Acute Myeloid","2006-04-01 00:00:00",4075
"1-4","0.699999988079071","1.10000002384186","0.899999976158142","136","Incidence",15220617,"Acute Myeloid","2006-04-01 00:00:00",4076
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","141","Incidence",20155187,"Acute Myeloid","2006-04-01 00:00:00",4077
"15-19","0.699999988079071","0.899999976158142","0.800000011920929","167","Incidence",20880977,"Acute Myeloid","2006-04-01 00:00:00",4078
"5-9","0.300000011920929","0.5","0.400000005960464","76","Incidence",18721527,"Acute Myeloid","2006-04-01 00:00:00",4079
"<1","0.899999976158142","1.60000002384186","1.20000004768372","47","Incidence",3868804,"Acute Myeloid","2006-04-01 00:00:00",4080
"1-4","null","null","null","null","Mortality",15897145,"Bones and Joints","2006-04-01 00:00:00",4081
"10-14","0.100000001490116","0.200000002980232","0.200000002980232","37","Mortality",21033138,"Bones and Joints","2006-04-01 00:00:00",4082
"15-19","0.400000005960464","0.600000023841858","0.5","115","Mortality",21807709,"Bones and Joints","2006-04-01 00:00:00",4083
"5-9","0.100000001490116","0.100000001490116","0.100000001490116","18","Mortality",19544688,"Bones and Joints","2006-04-01 00:00:00",4084
"<1","null","null","null","null","Mortality",4041738,"Bones and Joints","2006-04-01 00:00:00",4085
"1-4","0.100000001490116","0.300000011920929","0.200000002980232","26","Incidence",15220617,"Bones and Joints","2006-04-01 00:00:00",4086
"10-14","1.10000002384186","1.5","1.29999995231628","260","Incidence",20155187,"Bones and Joints","2006-04-01 00:00:00",4087
"15-19","1.39999997615814","1.79999995231628","1.60000002384186","336","Incidence",20880977,"Bones and Joints","2006-04-01 00:00:00",4088
"5-9","0.600000023841858","0.800000011920929","0.699999988079071","134","Incidence",18721527,"Bones and Joints","2006-04-01 00:00:00",4089
"<1","null","null","null","null","Incidence",3868804,"Bones and Joints","2006-04-01 00:00:00",4090
"1-4","0.600000023841858","0.899999976158142","0.800000011920929","124","Mortality",15897145,"Leukemia","2006-04-01 00:00:00",4091
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","152","Mortality",21033138,"Leukemia","2006-04-01 00:00:00",4092
"15-19","0.800000011920929","1.10000002384186","0.899999976158142","207","Mortality",21807709,"Leukemia","2006-04-01 00:00:00",4093
"5-9","0.400000005960464","0.600000023841858","0.5","104","Mortality",19544688,"Leukemia","2006-04-01 00:00:00",4094
"<1","0.5","1.10000002384186","0.800000011920929","31","Mortality",4041738,"Leukemia","2006-04-01 00:00:00",4095
"1-4","8.19999980926514","9.10000038146973","8.60000038146973","1314","Incidence",15220617,"Leukemia","2006-04-01 00:00:00",4096
"10-14","3","3.5","3.20000004768372","648","Incidence",20155187,"Leukemia","2006-04-01 00:00:00",4097
"15-19","2.70000004768372","3.20000004768372","3","618","Incidence",20880977,"Leukemia","2006-04-01 00:00:00",4098
"5-9","3.59999990463257","4.09999990463257","3.79999995231628","720","Incidence",18721527,"Leukemia","2006-04-01 00:00:00",4099
"<1","4.09999990463257","5.5","4.80000019073486","185","Incidence",3868804,"Leukemia","2006-04-01 00:00:00",4100
"1-4","0.600000023841858","0.800000011920929","0.699999988079071","108","Mortality",15897145,"Other","2006-04-01 00:00:00",4101
"10-14","0.300000011920929","0.400000005960464","0.300000011920929","68","Mortality",21033138,"Other","2006-04-01 00:00:00",4102
"15-19","0.400000005960464","0.600000023841858","0.5","117","Mortality",21807709,"Other","2006-04-01 00:00:00",4103
"5-9","0.400000005960464","0.600000023841858","0.5","96","Mortality",19544688,"Other","2006-04-01 00:00:00",4104
"<1","0.400000005960464","0.899999976158142","0.600000023841858","24","Mortality",4041738,"Other","2006-04-01 00:00:00",4105
"1-4","3.59999990463257","4.19999980926514","3.90000009536743","588","Incidence",15220617,"Other","2006-04-01 00:00:00",4106
"10-14","2.5","3","2.70000004768372","552","Incidence",20155187,"Other","2006-04-01 00:00:00",4107
"15-19","7.80000019073486","8.60000038146973","8.19999980926514","1714","Incidence",20880977,"Other","2006-04-01 00:00:00",4108
"5-9","1.5","1.79999995231628","1.60000002384186","307","Incidence",18721527,"Other","2006-04-01 00:00:00",4109
"<1","11.3999996185303","13.6999998092651","12.5","485","Incidence",3868804,"Other","2006-04-01 00:00:00",4110
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","23","Mortality",15897145,"Soft Tissue","2006-04-01 00:00:00",4111
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","25","Mortality",21033138,"Soft Tissue","2006-04-01 00:00:00",4112
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","60","Mortality",21807709,"Soft Tissue","2006-04-01 00:00:00",4113
"5-9","0.100000001490116","0.200000002980232","0.200000002980232","31","Mortality",19544688,"Soft Tissue","2006-04-01 00:00:00",4114
"<1","null","null","null","null","Mortality",4041738,"Soft Tissue","2006-04-01 00:00:00",4115
"1-4","0.899999976158142","1.29999995231628","1.10000002384186","167","Incidence",15220617,"Soft Tissue","2006-04-01 00:00:00",4116
"10-14","0.699999988079071","1","0.899999976158142","176","Incidence",20155187,"Soft Tissue","2006-04-01 00:00:00",4117
"15-19","0.899999976158142","1.20000004768372","1","217","Incidence",20880977,"Soft Tissue","2006-04-01 00:00:00",4118
"5-9","0.5","0.699999988079071","0.600000023841858","105","Incidence",18721527,"Soft Tissue","2006-04-01 00:00:00",4119
"<1","2.40000009536743","3.5","2.90000009536743","112","Incidence",3868804,"Soft Tissue","2006-04-01 00:00:00",4120
"1-4","0.200000002980232","0.300000011920929","0.200000002980232","38","Mortality",15977965,"Acute Lymphocytic","2007-04-01 00:00:00",4181
"10-14","0.300000011920929","0.5","0.400000005960464","80","Mortality",20841042,"Acute Lymphocytic","2007-04-01 00:00:00",4182
"15-19","0.300000011920929","0.5","0.400000005960464","82","Mortality",22067816,"Acute Lymphocytic","2007-04-01 00:00:00",4183
"5-9","0.300000011920929","0.5","0.400000005960464","85","Mortality",19714611,"Acute Lymphocytic","2007-04-01 00:00:00",4184
"<1","null","null","null","null","Mortality",4147997,"Acute Lymphocytic","2007-04-01 00:00:00",4185
"1-4","7.59999990463257","8.5","8","1258","Incidence",15697941,"Acute Lymphocytic","2007-04-01 00:00:00",4186
"10-14","1.70000004768372","2.09999990463257","1.89999997615814","385","Incidence",20483595,"Acute Lymphocytic","2007-04-01 00:00:00",4187
"15-19","1.5","1.89999997615814","1.70000004768372","368","Incidence",21687308,"Acute Lymphocytic","2007-04-01 00:00:00",4188
"5-9","3.09999990463257","3.70000004768372","3.40000009536743","655","Incidence",19371679,"Acute Lymphocytic","2007-04-01 00:00:00",4189
"<1","1.5","2.40000009536743","1.89999997615814","77","Incidence",4074983,"Acute Lymphocytic","2007-04-01 00:00:00",4190
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","47","Mortality",15977965,"Acute Myeloid","2007-04-01 00:00:00",4191
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","52","Mortality",20841042,"Acute Myeloid","2007-04-01 00:00:00",4192
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","66","Mortality",22067816,"Acute Myeloid","2007-04-01 00:00:00",4193
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","27","Mortality",19714611,"Acute Myeloid","2007-04-01 00:00:00",4194
"<1","null","null","null","null","Mortality",4147997,"Acute Myeloid","2007-04-01 00:00:00",4195
"1-4","0.699999988079071","1","0.800000011920929","128","Incidence",15697941,"Acute Myeloid","2007-04-01 00:00:00",4196
"10-14","0.5","0.800000011920929","0.600000023841858","133","Incidence",20483595,"Acute Myeloid","2007-04-01 00:00:00",4197
"15-19","0.699999988079071","0.899999976158142","0.800000011920929","168","Incidence",21687308,"Acute Myeloid","2007-04-01 00:00:00",4198
"5-9","0.400000005960464","0.5","0.400000005960464","85","Incidence",19371679,"Acute Myeloid","2007-04-01 00:00:00",4199
"<1","1.10000002384186","1.79999995231628","1.39999997615814","57","Incidence",4074983,"Acute Myeloid","2007-04-01 00:00:00",4200
"1-4","null","null","null","null","Mortality",15977965,"Bones and Joints","2007-04-01 00:00:00",4201
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","48","Mortality",20841042,"Bones and Joints","2007-04-01 00:00:00",4202
"15-19","0.400000005960464","0.600000023841858","0.5","111","Mortality",22067816,"Bones and Joints","2007-04-01 00:00:00",4203
"5-9","null","null","null","null","Mortality",19714611,"Bones and Joints","2007-04-01 00:00:00",4204
"<1","null","null","null","null","Mortality",4147997,"Bones and Joints","2007-04-01 00:00:00",4205
"1-4","0.100000001490116","0.300000011920929","0.200000002980232","34","Incidence",15697941,"Bones and Joints","2007-04-01 00:00:00",4206
"10-14","1.20000004768372","1.5","1.29999995231628","268","Incidence",20483595,"Bones and Joints","2007-04-01 00:00:00",4207
"15-19","1.29999995231628","1.60000002384186","1.39999997615814","312","Incidence",21687308,"Bones and Joints","2007-04-01 00:00:00",4208
"5-9","0.5","0.699999988079071","0.600000023841858","109","Incidence",19371679,"Bones and Joints","2007-04-01 00:00:00",4209
"<1","null","null","null","null","Incidence",4074983,"Bones and Joints","2007-04-01 00:00:00",4210
"1-4","0.5","0.800000011920929","0.699999988079071","106","Mortality",15977965,"Leukemia","2007-04-01 00:00:00",4211
"10-14","0.699999988079071","1","0.800000011920929","175","Mortality",20841042,"Leukemia","2007-04-01 00:00:00",4212
"15-19","0.800000011920929","1.10000002384186","0.899999976158142","202","Mortality",22067816,"Leukemia","2007-04-01 00:00:00",4213
"5-9","0.600000023841858","0.800000011920929","0.699999988079071","139","Mortality",19714611,"Leukemia","2007-04-01 00:00:00",4214
"<1","0.300000011920929","0.800000011920929","0.5","21","Mortality",4147997,"Leukemia","2007-04-01 00:00:00",4215
"1-4","8.80000019073486","9.69999980926514","9.19999980926514","1449","Incidence",15697941,"Leukemia","2007-04-01 00:00:00",4216
"10-14","2.59999990463257","3.09999990463257","2.90000009536743","589","Incidence",20483595,"Leukemia","2007-04-01 00:00:00",4217
"15-19","2.70000004768372","3.20000004768372","3","641","Incidence",21687308,"Leukemia","2007-04-01 00:00:00",4218
"5-9","3.79999995231628","4.40000009536743","4.09999990463257","786","Incidence",19371679,"Leukemia","2007-04-01 00:00:00",4219
"<1","3.79999995231628","5.09999990463257","4.40000009536743","179","Incidence",4074983,"Leukemia","2007-04-01 00:00:00",4220
"1-4","0.600000023841858","0.899999976158142","0.699999988079071","115","Mortality",15977965,"Other","2007-04-01 00:00:00",4221
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","62","Mortality",20841042,"Other","2007-04-01 00:00:00",4222
"15-19","0.5","0.699999988079071","0.600000023841858","133","Mortality",22067816,"Other","2007-04-01 00:00:00",4223
"5-9","0.400000005960464","0.600000023841858","0.5","103","Mortality",19714611,"Other","2007-04-01 00:00:00",4224
"<1","0.400000005960464","0.899999976158142","0.600000023841858","26","Mortality",4147997,"Other","2007-04-01 00:00:00",4225
"1-4","4.30000019073486","5","4.59999990463257","723","Incidence",15697941,"Other","2007-04-01 00:00:00",4226
"10-14","2.40000009536743","2.79999995231628","2.59999990463257","535","Incidence",20483595,"Other","2007-04-01 00:00:00",4227
"15-19","8.5","9.19999980926514","8.80000019073486","1918","Incidence",21687308,"Other","2007-04-01 00:00:00",4228
"5-9","1.29999995231628","1.60000002384186","1.5","282","Incidence",19371679,"Other","2007-04-01 00:00:00",4229
"<1","10.6999998092651","12.8999996185303","11.8000001907349","480","Incidence",4074983,"Other","2007-04-01 00:00:00",4230
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","17","Mortality",15977965,"Soft Tissue","2007-04-01 00:00:00",4231
"10-14","0.100000001490116","0.200000002980232","0.200000002980232","35","Mortality",20841042,"Soft Tissue","2007-04-01 00:00:00",4232
"15-19","0.200000002980232","0.300000011920929","0.300000011920929","58","Mortality",22067816,"Soft Tissue","2007-04-01 00:00:00",4233
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","24","Mortality",19714611,"Soft Tissue","2007-04-01 00:00:00",4234
"<1","null","null","null","null","Mortality",4147997,"Soft Tissue","2007-04-01 00:00:00",4235
"1-4","1","1.29999995231628","1.20000004768372","181","Incidence",15697941,"Soft Tissue","2007-04-01 00:00:00",4236
"10-14","0.699999988079071","0.899999976158142","0.800000011920929","164","Incidence",20483595,"Soft Tissue","2007-04-01 00:00:00",4237
"15-19","1.10000002384186","1.29999995231628","1.20000004768372","259","Incidence",21687308,"Soft Tissue","2007-04-01 00:00:00",4238
"5-9","0.600000023841858","0.899999976158142","0.699999988079071","141","Incidence",19371679,"Soft Tissue","2007-04-01 00:00:00",4239
"<1","3","4.09999990463257","3.5","143","Incidence",4074983,"Soft Tissue","2007-04-01 00:00:00",4240
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","42","Mortality",16138392,"Acute Lymphocytic","2008-04-01 00:00:00",4241
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","65","Mortality",20706655,"Acute Lymphocytic","2008-04-01 00:00:00",4242
"15-19","0.300000011920929","0.400000005960464","0.300000011920929","77","Mortality",22210880,"Acute Lymphocytic","2008-04-01 00:00:00",4243
"5-9","0.200000002980232","0.400000005960464","0.300000011920929","57","Mortality",19929602,"Acute Lymphocytic","2008-04-01 00:00:00",4244
"<1","null","null","null","null","Mortality",4132735,"Acute Lymphocytic","2008-04-01 00:00:00",4245
"1-4","7.30000019073486","8.19999980926514","7.69999980926514","1225","Incidence",15854786,"Acute Lymphocytic","2008-04-01 00:00:00",4246
"10-14","2","2.40000009536743","2.20000004768372","439","Incidence",20351824,"Acute Lymphocytic","2008-04-01 00:00:00",4247
"15-19","1.5","1.79999995231628","1.70000004768372","361","Incidence",21833217,"Acute Lymphocytic","2008-04-01 00:00:00",4248
"5-9","3.29999995231628","3.79999995231628","3.5","691","Incidence",19582537,"Acute Lymphocytic","2008-04-01 00:00:00",4249
"<1","1.60000002384186","2.5","2","83","Incidence",4060896,"Acute Lymphocytic","2008-04-01 00:00:00",4250
"1-4","0.300000011920929","0.400000005960464","0.300000011920929","54","Mortality",16138392,"Acute Myeloid","2008-04-01 00:00:00",4251
"10-14","0.100000001490116","0.300000011920929","0.200000002980232","41","Mortality",20706655,"Acute Myeloid","2008-04-01 00:00:00",4252
"15-19","0.200000002980232","0.300000011920929","0.300000011920929","56","Mortality",22210880,"Acute Myeloid","2008-04-01 00:00:00",4253
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","26","Mortality",19929602,"Acute Myeloid","2008-04-01 00:00:00",4254
"<1","null","null","null","null","Mortality",4132735,"Acute Myeloid","2008-04-01 00:00:00",4255
"1-4","0.800000011920929","1.10000002384186","0.899999976158142","147","Incidence",15854786,"Acute Myeloid","2008-04-01 00:00:00",4256
"10-14","0.600000023841858","0.800000011920929","0.699999988079071","135","Incidence",20351824,"Acute Myeloid","2008-04-01 00:00:00",4257
"15-19","0.699999988079071","1","0.800000011920929","182","Incidence",21833217,"Acute Myeloid","2008-04-01 00:00:00",4258
"5-9","0.300000011920929","0.5","0.400000005960464","84","Incidence",19582537,"Acute Myeloid","2008-04-01 00:00:00",4259
"<1","1.20000004768372","2","1.60000002384186","63","Incidence",4060896,"Acute Myeloid","2008-04-01 00:00:00",4260
"1-4","null","null","null","null","Mortality",16138392,"Bones and Joints","2008-04-01 00:00:00",4261
"10-14","0.200000002980232","0.300000011920929","0.200000002980232","45","Mortality",20706655,"Bones and Joints","2008-04-01 00:00:00",4262
"15-19","0.400000005960464","0.600000023841858","0.5","120","Mortality",22210880,"Bones and Joints","2008-04-01 00:00:00",4263
"5-9","null","null","null","null","Mortality",19929602,"Bones and Joints","2008-04-01 00:00:00",4264
"<1","null","null","null","null","Mortality",4132735,"Bones and Joints","2008-04-01 00:00:00",4265
"1-4","0.100000001490116","0.200000002980232","0.200000002980232","25","Incidence",15854786,"Bones and Joints","2008-04-01 00:00:00",4266
"10-14","1.20000004768372","1.5","1.29999995231628","268","Incidence",20351824,"Bones and Joints","2008-04-01 00:00:00",4267
"15-19","1.29999995231628","1.60000002384186","1.39999997615814","311","Incidence",21833217,"Bones and Joints","2008-04-01 00:00:00",4268
"5-9","0.5","0.699999988079071","0.600000023841858","119","Incidence",19582537,"Bones and Joints","2008-04-01 00:00:00",4269
"<1","null","null","null","null","Incidence",4060896,"Bones and Joints","2008-04-01 00:00:00",4270
"1-4","0.600000023841858","0.899999976158142","0.800000011920929","123","Mortality",16138392,"Leukemia","2008-04-01 00:00:00",4271
"10-14","0.600000023841858","0.899999976158142","0.699999988079071","152","Mortality",20706655,"Leukemia","2008-04-01 00:00:00",4272
"15-19","0.800000011920929","1","0.899999976158142","196","Mortality",22210880,"Leukemia","2008-04-01 00:00:00",4273
"5-9","0.400000005960464","0.600000023841858","0.5","100","Mortality",19929602,"Leukemia","2008-04-01 00:00:00",4274
"<1","0.400000005960464","1","0.699999988079071","27","Mortality",4132735,"Leukemia","2008-04-01 00:00:00",4275
"1-4","8.60000038146973","9.60000038146973","9.10000038146973","1442","Incidence",15854786,"Leukemia","2008-04-01 00:00:00",4276
"10-14","2.90000009536743","3.40000009536743","3.20000004768372","648","Incidence",20351824,"Leukemia","2008-04-01 00:00:00",4277
"15-19","2.70000004768372","3.20000004768372","2.90000009536743","638","Incidence",21833217,"Leukemia","2008-04-01 00:00:00",4278
"5-9","3.90000009536743","4.5","4.19999980926514","814","Incidence",19582537,"Leukemia","2008-04-01 00:00:00",4279
"<1","3.90000009536743","5.30000019073486","4.59999990463257","186","Incidence",4060896,"Leukemia","2008-04-01 00:00:00",4280
"1-4","0.600000023841858","0.800000011920929","0.699999988079071","112","Mortality",16138392,"Other","2008-04-01 00:00:00",4281
"10-14","0.200000002980232","0.400000005960464","0.300000011920929","60","Mortality",20706655,"Other","2008-04-01 00:00:00",4282
"15-19","0.5","0.699999988079071","0.5","121","Mortality",22210880,"Other","2008-04-01 00:00:00",4283
"5-9","0.400000005960464","0.5","0.400000005960464","89","Mortality",19929602,"Other","2008-04-01 00:00:00",4284
"<1","0.400000005960464","0.899999976158142","0.600000023841858","25","Mortality",4132735,"Other","2008-04-01 00:00:00",4285
"1-4","3.90000009536743","4.59999990463257","4.19999980926514","673","Incidence",15854786,"Other","2008-04-01 00:00:00",4286
"10-14","2.5","2.90000009536743","2.70000004768372","545","Incidence",20351824,"Other","2008-04-01 00:00:00",4287
"15-19","8.39999961853027","9.19999980926514","8.80000019073486","1911","Incidence",21833217,"Other","2008-04-01 00:00:00",4288
"5-9","1.29999995231628","1.70000004768372","1.5","293","Incidence",19582537,"Other","2008-04-01 00:00:00",4289
"<1","11.3999996185303","13.5","12.3999996185303","504","Incidence",4060896,"Other","2008-04-01 00:00:00",4290
"1-4","0.100000001490116","0.200000002980232","0.100000001490116","22","Mortality",16138392,"Soft Tissue","2008-04-01 00:00:00",4291
"10-14","0.100000001490116","0.200000002980232","0.100000001490116","29","Mortality",20706655,"Soft Tissue","2008-04-01 00:00:00",4292
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","71","Mortality",22210880,"Soft Tissue","2008-04-01 00:00:00",4293
"5-9","0.100000001490116","0.200000002980232","0.200000002980232","35","Mortality",19929602,"Soft Tissue","2008-04-01 00:00:00",4294
"<1","null","null","null","null","Mortality",4132735,"Soft Tissue","2008-04-01 00:00:00",4295
"1-4","1.20000004768372","1.5","1.29999995231628","213","Incidence",15854786,"Soft Tissue","2008-04-01 00:00:00",4296
"10-14","0.699999988079071","0.899999976158142","0.800000011920929","161","Incidence",20351824,"Soft Tissue","2008-04-01 00:00:00",4297
"15-19","1","1.29999995231628","1.10000002384186","245","Incidence",21833217,"Soft Tissue","2008-04-01 00:00:00",4298
"5-9","0.600000023841858","0.800000011920929","0.699999988079071","141","Incidence",19582537,"Soft Tissue","2008-04-01 00:00:00",4299
"<1","2.70000004768372","3.79999995231628","3.20000004768372","130","Incidence",4060896,"Soft Tissue","2008-04-01 00:00:00",4300
"1-4","0.100000001490116","0.300000011920929","0.200000002980232","34","Mortality",16240931,"Acute Lymphocytic","2009-04-01 00:00:00",4301
"10-14","0.300000011920929","0.400000005960464","0.300000011920929","69","Mortality",20660564,"Acute Lymphocytic","2009-04-01 00:00:00",4302
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","66","Mortality",22192810,"Acute Lymphocytic","2009-04-01 00:00:00",4303
"5-9","0.200000002980232","0.400000005960464","0.300000011920929","62","Mortality",20182499,"Acute Lymphocytic","2009-04-01 00:00:00",4304
"<1","null","null","null","null","Mortality",4003587,"Acute Lymphocytic","2009-04-01 00:00:00",4305
"1-4","7.30000019073486","8.19999980926514","7.69999980926514","1234","Incidence",15955735,"Acute Lymphocytic","2009-04-01 00:00:00",4306
"10-14","1.89999997615814","2.29999995231628","2.09999990463257","430","Incidence",20307843,"Acute Lymphocytic","2009-04-01 00:00:00",4307
"15-19","1.39999997615814","1.70000004768372","1.60000002384186","343","Incidence",21819838,"Acute Lymphocytic","2009-04-01 00:00:00",4308
"5-9","3.20000004768372","3.79999995231628","3.5","691","Incidence",19829550,"Acute Lymphocytic","2009-04-01 00:00:00",4309
"<1","1.5","2.40000009536743","2","77","Incidence",3933652,"Acute Lymphocytic","2009-04-01 00:00:00",4310
"1-4","0.200000002980232","0.400000005960464","0.300000011920929","45","Mortality",16240931,"Acute Myeloid","2009-04-01 00:00:00",4311
"10-14","0.100000001490116","0.200000002980232","0.200000002980232","33","Mortality",20660564,"Acute Myeloid","2009-04-01 00:00:00",4312
"15-19","0.200000002980232","0.400000005960464","0.300000011920929","63","Mortality",22192810,"Acute Myeloid","2009-04-01 00:00:00",4313
"5-9","0.100000001490116","0.200000002980232","0.100000001490116","30","Mortality",20182499,"Acute Myeloid","2009-04-01 00:00:00",4314
"<1","null","null","null","null","Mortality",4003587,"Acute Myeloid","2009-04-01 00:00:00",4315
"1-4","0.800000011920929","1.10000002384186","0.899999976158142","149","Incidence",15955735,"Acute Myeloid","2009-04-01 00:00:00",4316
"10-14","0.5","0.699999988079071","0.600000023841858","120","Incidence",20307843,"Acute Myeloid","2009-04-01 00:00:00",4317
"15-19","0.699999988079071","0.899999976158142","0.800000011920929","173","Incidence",21819838,"Acute Myeloid","2009-04-01 00:00:00",4318
"5-9","0.300000011920929","0.5","0.400000005960464","80","Incidence",19829550,"Acute Myeloid","2009-04-01 00:00:00",4319
"<1","0.899999976158142","1.60000002384186","1.20000004768372","49","Incidence",3933652,"Acute Myeloid","2009-04-01 00:00:00",4320
"1-4","null","null","null","null","Mortality",16240931,"Bones and Joints","2009-04-01 00:00:00",4321
"10-14","0.200000002980232","0.300000011920929","0.300000011920929","55","Mortality",20660564,"Bones and Joints","2009-04-01 00:00:00",4322
"15-19","0.400000005960464","0.600000023841858","0.5","102","Mortality",22192810,"Bones and Joints","2009-04-01 00:00:00",4323
"5-9","0.100000001490116","0.100000001490116","0.100000001490116","18","Mortality",20182499,"Bones and Joints","2009-04-01 00:00:00",4324
