"AGE","AGE_ADJUSTED_CI_LOWER","AGE_ADJUSTED_CI_UPPER","AGE_ADJUSTED_RATE","BEHAVIOR","COUNT","POPULATION","SEX","SITE","YEAR","CRUDE_CI_LOWER","CRUDE_CI_UPPER","CRUDE_RATE","SERIALID"
"20+","null","null","null","Malignant","null",106608980,"Male","Craniopharyngioma","2010-04-01 00:00:00","null","null","null",2337
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Diffuse astrocytoma","2004-04-01 00:00:00","null","null","null",2338
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","130",97519135,"Male","Diffuse astrocytoma","2004-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2339
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Diffuse astrocytoma","2005-04-01 00:00:00","null","null","null",2340
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","131",98707416,"Male","Diffuse astrocytoma","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2341
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Diffuse astrocytoma","2006-04-01 00:00:00","null","null","null",2342
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","161",99938602,"Male","Diffuse astrocytoma","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2343
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Diffuse astrocytoma","2007-04-01 00:00:00","null","null","null",2346
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","167",103846993,"Male","Diffuse astrocytoma","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2347
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Diffuse astrocytoma","2008-04-01 00:00:00","null","null","null",2348
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","170",105077378,"Male","Diffuse astrocytoma","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2349
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Diffuse astrocytoma","2009-04-01 00:00:00","null","null","null",2350
"20+","0.100000001490116","0.200000002980232","0.200000002980232","Malignant","180",106309806,"Male","Diffuse astrocytoma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.200000002980232",2351
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Diffuse astrocytoma","2010-04-01 00:00:00","null","null","null",2352
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","153",106608980,"Male","Diffuse astrocytoma","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2353
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","null","null","null",2354
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","91",97519135,"Male","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2355
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","null","null","null",2356
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","98",98707416,"Male","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2357
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","null","null","null",2358
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","91",99938602,"Male","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2359
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","null","null","null",2362
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","121",103846993,"Male","Embryonal/primitive/medulloblastoma","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2363
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","null","null","null",2364
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","121",105077378,"Male","Embryonal/primitive/medulloblastoma","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2365
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","null","null","null",2366
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","129",106309806,"Male","Embryonal/primitive/medulloblastoma","2009-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2367
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","null","null","null",2368
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","117",106608980,"Male","Embryonal/primitive/medulloblastoma","2010-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2369
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","131",97519135,"Male","Ependymoma variants","2004-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2370
"20+","null","null","null","Malignant","null",97519135,"Male","Ependymoma variants","2004-04-01 00:00:00","null","null","null",2371
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","138",98707416,"Male","Ependymoma variants","2005-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2372
"20+","null","null","null","Malignant","null",98707416,"Male","Ependymoma variants","2005-04-01 00:00:00","null","null","null",2373
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","149",99938602,"Male","Ependymoma variants","2006-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2374
"20+","null","null","null","Malignant","null",99938602,"Male","Ependymoma variants","2006-04-01 00:00:00","null","null","null",2375
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","136",103846993,"Male","Ependymoma variants","2007-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2378
"20+","null","null","null","Malignant","null",103846993,"Male","Ependymoma variants","2007-04-01 00:00:00","null","null","null",2379
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","142",105077378,"Male","Ependymoma variants","2008-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2380
"20+","null","null","null","Malignant","null",105077378,"Male","Ependymoma variants","2008-04-01 00:00:00","null","null","null",2381
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","138",106309806,"Male","Ependymoma variants","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2382
"20+","null","null","null","Malignant","null",106309806,"Male","Ependymoma variants","2009-04-01 00:00:00","null","null","null",2383
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Benign/Borderline","145",106608980,"Male","Ependymoma variants","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2384
"20+","null","null","null","Malignant","null",106608980,"Male","Ependymoma variants","2010-04-01 00:00:00","null","null","null",2385
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","null","null","null",2386
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","281",97519135,"Male","Ependymoma/anaplastic ependymoma","2004-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2387
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","null","null","null",2388
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","280",98707416,"Male","Ependymoma/anaplastic ependymoma","2005-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2389
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","null","null","null",2390
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","269",99938602,"Male","Ependymoma/anaplastic ependymoma","2006-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2391
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","null","null","null",2394
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","274",103846993,"Male","Ependymoma/anaplastic ependymoma","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2395
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","null","null","null",2396
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","307",105077378,"Male","Ependymoma/anaplastic ependymoma","2008-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2397
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","null","null","null",2398
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Malignant","316",106309806,"Male","Ependymoma/anaplastic ependymoma","2009-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2399
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","null","null","null",2400
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Malignant","294",106608980,"Male","Ependymoma/anaplastic ependymoma","2010-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2401
"20+","0","0","0","Benign/Borderline","20",97519135,"Male","Germ Cell Tumors","2004-04-01 00:00:00","0","0","0",2402
"20+","0","0.100000001490116","0","Malignant","40",97519135,"Male","Germ Cell Tumors","2004-04-01 00:00:00","0","0.100000001490116","0",2403
"20+","0","0","0","Benign/Borderline","24",98707416,"Male","Germ Cell Tumors","2005-04-01 00:00:00","0","0","0",2404
"20+","0","0.100000001490116","0","Malignant","51",98707416,"Male","Germ Cell Tumors","2005-04-01 00:00:00","0","0.100000001490116","0.100000001490116",2405
"20+","0","0","0","Benign/Borderline","28",99938602,"Male","Germ Cell Tumors","2006-04-01 00:00:00","0","0","0",2406
"20+","0","0.100000001490116","0","Malignant","41",99938602,"Male","Germ Cell Tumors","2006-04-01 00:00:00","0","0.100000001490116","0",2407
"20+","0","0","0","Benign/Borderline","28",103846993,"Male","Germ Cell Tumors","2007-04-01 00:00:00","0","0","0",2410
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","75",103846993,"Male","Germ Cell Tumors","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2411
"20+","0","0","0","Benign/Borderline","27",105077378,"Male","Germ Cell Tumors","2008-04-01 00:00:00","0","0","0",2412
"20+","0","0.100000001490116","0","Malignant","53",105077378,"Male","Germ Cell Tumors","2008-04-01 00:00:00","0","0.100000001490116","0.100000001490116",2413
"20+","0","0","0","Benign/Borderline","29",106309806,"Male","Germ Cell Tumors","2009-04-01 00:00:00","0","0","0",2414
"20+","0","0","0","Malignant","33",106309806,"Male","Germ Cell Tumors","2009-04-01 00:00:00","0","0","0",2415
"20+","0","0","0","Benign/Borderline","20",106608980,"Male","Germ Cell Tumors","2010-04-01 00:00:00","0","0","0",2416
"20+","0","0.100000001490116","0","Malignant","54",106608980,"Male","Germ Cell Tumors","2010-04-01 00:00:00","0","0.100000001490116","0.100000001490116",2417
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Glioblastoma","2004-04-01 00:00:00","null","null","null",2418
"20+","5.5","5.80000019073486","5.59999990463257","Malignant","5251",97519135,"Male","Glioblastoma","2004-04-01 00:00:00","5.19999980926514","5.5","5.40000009536743",2419
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Glioblastoma","2005-04-01 00:00:00","null","null","null",2420
"20+","5.5","5.80000019073486","5.59999990463257","Malignant","5321",98707416,"Male","Glioblastoma","2005-04-01 00:00:00","5.19999980926514","5.5","5.40000009536743",2421
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Glioblastoma","2006-04-01 00:00:00","null","null","null",2422
"20+","5.30000019073486","5.59999990463257","5.5","Malignant","5312",99938602,"Male","Glioblastoma","2006-04-01 00:00:00","5.19999980926514","5.5","5.30000019073486",2423
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Glioblastoma","2007-04-01 00:00:00","null","null","null",2426
"20+","5.40000009536743","5.69999980926514","5.59999990463257","Malignant","5698",103846993,"Male","Glioblastoma","2007-04-01 00:00:00","5.30000019073486","5.59999990463257","5.5",2427
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Glioblastoma","2008-04-01 00:00:00","null","null","null",2428
"20+","5.5","5.80000019073486","5.59999990463257","Malignant","5886",105077378,"Male","Glioblastoma","2008-04-01 00:00:00","5.5","5.69999980926514","5.59999990463257",2429
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Glioblastoma","2009-04-01 00:00:00","null","null","null",2430
"20+","5.40000009536743","5.59999990463257","5.5","Malignant","5841",106309806,"Male","Glioblastoma","2009-04-01 00:00:00","5.40000009536743","5.59999990463257","5.5",2431
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Glioblastoma","2010-04-01 00:00:00","null","null","null",2432
"20+","5.19999980926514","5.5","5.40000009536743","Malignant","5835",106608980,"Male","Glioblastoma","2010-04-01 00:00:00","5.30000019073486","5.59999990463257","5.5",2433
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Glioma malignant, NOS","2004-04-01 00:00:00","null","null","null",2434
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","406",97519135,"Male","Glioma malignant, NOS","2004-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2435
"20+","0.400000005960464","0.5","0.5","Malignant","421",98707416,"Male","Glioma malignant, NOS","2005-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2436
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Glioma malignant, NOS","2006-04-01 00:00:00","null","null","null",2437
"20+","0.400000005960464","0.5","0.5","Malignant","435",99938602,"Male","Glioma malignant, NOS","2006-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2438
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Glioma malignant, NOS","2007-04-01 00:00:00","null","null","null",2441
"20+","0.400000005960464","0.5","0.5","Malignant","446",103846993,"Male","Glioma malignant, NOS","2007-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2442
"20+","null","null","null","Benign/Borderline","null",105077378,"Male","Glioma malignant, NOS","2008-04-01 00:00:00","null","null","null",2443
"20+","0.400000005960464","0.5","0.5","Malignant","454",105077378,"Male","Glioma malignant, NOS","2008-04-01 00:00:00","0.400000005960464","0.5","0.400000005960464",2444
"20+","null","null","null","Benign/Borderline","null",106309806,"Male","Glioma malignant, NOS","2009-04-01 00:00:00","null","null","null",2445
"20+","0.400000005960464","0.5","0.400000005960464","Malignant","428",106309806,"Male","Glioma malignant, NOS","2009-04-01 00:00:00","0.400000005960464","0.400000005960464","0.400000005960464",2446
"20+","null","null","null","Benign/Borderline","null",106608980,"Male","Glioma malignant, NOS","2010-04-01 00:00:00","null","null","null",2447
"20+","0.300000011920929","0.400000005960464","0.400000005960464","Malignant","380",106608980,"Male","Glioma malignant, NOS","2010-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",2448
"20+","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","230",97519135,"Male","Hemangioblastoma","2004-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",2449
"20+","null","null","null","Malignant","null",97519135,"Male","Hemangioblastoma","2004-04-01 00:00:00","null","null","null",2450
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","268",98707416,"Male","Hemangioblastoma","2005-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2451
"20+","null","null","null","Malignant","null",98707416,"Male","Hemangioblastoma","2005-04-01 00:00:00","null","null","null",2452
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","260",99938602,"Male","Hemangioblastoma","2006-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2453
"20+","null","null","null","Malignant","null",99938602,"Male","Hemangioblastoma","2006-04-01 00:00:00","null","null","null",2454
"20+","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","246",103846993,"Male","Hemangioblastoma","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",2457
"20+","null","null","null","Malignant","null",103846993,"Male","Hemangioblastoma","2007-04-01 00:00:00","null","null","null",2458
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","280",105077378,"Male","Hemangioblastoma","2008-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2459
"20+","null","null","null","Malignant","null",105077378,"Male","Hemangioblastoma","2008-04-01 00:00:00","null","null","null",2460
"20+","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","255",106309806,"Male","Hemangioblastoma","2009-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",2461
"20+","null","null","null","Malignant","null",106309806,"Male","Hemangioblastoma","2009-04-01 00:00:00","null","null","null",2462
"20+","0.200000002980232","0.300000011920929","0.300000011920929","Benign/Borderline","278",106608980,"Male","Hemangioblastoma","2010-04-01 00:00:00","0.200000002980232","0.300000011920929","0.300000011920929",2463
"20+","null","null","null","Malignant","null",106608980,"Male","Hemangioblastoma","2010-04-01 00:00:00","null","null","null",2464
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Benign/Borderline","120",97519135,"Male","Hemangioma","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2465
"20+","null","null","null","Malignant","null",97519135,"Male","Hemangioma","2004-04-01 00:00:00","null","null","null",2466
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","177",98707416,"Male","Hemangioma","2005-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2467
"20+","null","null","null","Malignant","null",98707416,"Male","Hemangioma","2005-04-01 00:00:00","null","null","null",2468
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","208",99938602,"Male","Hemangioma","2006-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2469
"20+","null","null","null","Malignant","null",99938602,"Male","Hemangioma","2006-04-01 00:00:00","null","null","null",2470
"20+","0.200000002980232","0.300000011920929","0.200000002980232","Benign/Borderline","248",103846993,"Male","Hemangioma","2007-04-01 00:00:00","0.200000002980232","0.300000011920929","0.200000002980232",2473
"20+","null","null","null","Malignant","null",103846993,"Male","Hemangioma","2007-04-01 00:00:00","null","null","null",2474
"20+","0.300000011920929","0.300000011920929","0.300000011920929","Benign/Borderline","301",105077378,"Male","Hemangioma","2008-04-01 00:00:00","0.300000011920929","0.300000011920929","0.300000011920929",2475
"20+","null","null","null","Malignant","null",105077378,"Male","Hemangioma","2008-04-01 00:00:00","null","null","null",2476
"20+","0.300000011920929","0.400000005960464","0.400000005960464","Benign/Borderline","375",106309806,"Male","Hemangioma","2009-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",2477
"20+","null","null","null","Malignant","null",106309806,"Male","Hemangioma","2009-04-01 00:00:00","null","null","null",2478
"20+","0.300000011920929","0.400000005960464","0.400000005960464","Benign/Borderline","389",106608980,"Male","Hemangioma","2010-04-01 00:00:00","0.300000011920929","0.400000005960464","0.400000005960464",2479
"20+","null","null","null","Malignant","null",106608980,"Male","Hemangioma","2010-04-01 00:00:00","null","null","null",2480
"20+","null","null","null","Benign/Borderline","null",97519135,"Male","Local Extensions from Regional Tumors","2004-04-01 00:00:00","null","null","null",2481
"20+","0","0","0","Malignant","24",97519135,"Male","Local Extensions from Regional Tumors","2004-04-01 00:00:00","0","0","0",2482
"20+","null","null","null","Benign/Borderline","null",98707416,"Male","Local Extensions from Regional Tumors","2005-04-01 00:00:00","null","null","null",2483
"20+","0","0","0","Malignant","23",98707416,"Male","Local Extensions from Regional Tumors","2005-04-01 00:00:00","0","0","0",2484
"20+","null","null","null","Benign/Borderline","null",99938602,"Male","Local Extensions from Regional Tumors","2006-04-01 00:00:00","null","null","null",2485
"20+","0","0","0","Malignant","33",99938602,"Male","Local Extensions from Regional Tumors","2006-04-01 00:00:00","0","0","0",2486
"20+","null","null","null","Benign/Borderline","null",103846993,"Male","Local Extensions from Regional Tumors","2007-04-01 00:00:00","null","null","null",2489
"20+","0.400000005960464","0.5","0.5","Malignant","1008",220136827,"Male and Female","Astrocytoma, NOS","2010-04-01 00:00:00","0.400000005960464","0.5","0.5",2864
"20+","0","0","0","Benign/Borderline","58",201940510,"Male and Female","Choroid plexus","2004-04-01 00:00:00","0","0","0",2865
"20+","null","null","null","Malignant","null",201940510,"Male and Female","Choroid plexus","2004-04-01 00:00:00","null","null","null",2866
"20+","0","0","0","Benign/Borderline","73",204277973,"Male and Female","Choroid plexus","2005-04-01 00:00:00","0","0","0",2867
"20+","null","null","null","Malignant","null",204277973,"Male and Female","Choroid plexus","2005-04-01 00:00:00","null","null","null",2868
"20+","0","0","0","Benign/Borderline","64",206695520,"Male and Female","Choroid plexus","2006-04-01 00:00:00","0","0","0",2869
"20+","null","null","null","Malignant","null",206695520,"Male and Female","Choroid plexus","2006-04-01 00:00:00","null","null","null",2870
"20+","0","0","0","Benign/Borderline","84",214708498,"Male and Female","Choroid plexus","2007-04-01 00:00:00","0","0","0",2873
"20+","null","null","null","Malignant","null",214708498,"Male and Female","Choroid plexus","2007-04-01 00:00:00","null","null","null",2874
"20+","0","0","0","Benign/Borderline","70",217163688,"Male and Female","Choroid plexus","2008-04-01 00:00:00","0","0","0",2875
"20+","null","null","null","Malignant","null",217163688,"Male and Female","Choroid plexus","2008-04-01 00:00:00","null","null","null",2876
"20+","0","0","0","Benign/Borderline","72",219643708,"Male and Female","Choroid plexus","2009-04-01 00:00:00","0","0","0",2877
"20+","null","null","null","Malignant","null",219643708,"Male and Female","Choroid plexus","2009-04-01 00:00:00","null","null","null",2878
"20+","0","0","0","Benign/Borderline","77",220136827,"Male and Female","Choroid plexus","2010-04-01 00:00:00","0","0","0",2879
"20+","null","null","null","Malignant","null",220136827,"Male and Female","Choroid plexus","2010-04-01 00:00:00","null","null","null",2880
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","357",201940510,"Male and Female","Craniopharyngioma","2004-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2881
"20+","null","null","null","Malignant","null",201940510,"Male and Female","Craniopharyngioma","2004-04-01 00:00:00","null","null","null",2882
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","391",204277973,"Male and Female","Craniopharyngioma","2005-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2883
"20+","null","null","null","Malignant","null",204277973,"Male and Female","Craniopharyngioma","2005-04-01 00:00:00","null","null","null",2884
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","360",206695520,"Male and Female","Craniopharyngioma","2006-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2885
"20+","null","null","null","Malignant","null",206695520,"Male and Female","Craniopharyngioma","2006-04-01 00:00:00","null","null","null",2886
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","390",214708498,"Male and Female","Craniopharyngioma","2007-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2889
"20+","null","null","null","Malignant","null",214708498,"Male and Female","Craniopharyngioma","2007-04-01 00:00:00","null","null","null",2890
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","393",217163688,"Male and Female","Craniopharyngioma","2008-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2891
"20+","null","null","null","Malignant","null",217163688,"Male and Female","Craniopharyngioma","2008-04-01 00:00:00","null","null","null",2892
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","403",219643708,"Male and Female","Craniopharyngioma","2009-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2893
"20+","null","null","null","Malignant","null",219643708,"Male and Female","Craniopharyngioma","2009-04-01 00:00:00","null","null","null",2894
"20+","0.200000002980232","0.200000002980232","0.200000002980232","Benign/Borderline","402",220136827,"Male and Female","Craniopharyngioma","2010-04-01 00:00:00","0.200000002980232","0.200000002980232","0.200000002980232",2895
"20+","null","null","null","Malignant","null",220136827,"Male and Female","Craniopharyngioma","2010-04-01 00:00:00","null","null","null",2896
"20+","null","null","null","Benign/Borderline","null",201940510,"Male and Female","Diffuse astrocytoma","2004-04-01 00:00:00","null","null","null",2897
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","235",201940510,"Male and Female","Diffuse astrocytoma","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2898
"20+","null","null","null","Benign/Borderline","null",204277973,"Male and Female","Diffuse astrocytoma","2005-04-01 00:00:00","null","null","null",2899
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","251",204277973,"Male and Female","Diffuse astrocytoma","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2900
"20+","null","null","null","Benign/Borderline","null",206695520,"Male and Female","Diffuse astrocytoma","2006-04-01 00:00:00","null","null","null",2901
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","242",206695520,"Male and Female","Diffuse astrocytoma","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2902
"20+","null","null","null","Benign/Borderline","null",214708498,"Male and Female","Diffuse astrocytoma","2007-04-01 00:00:00","null","null","null",2905
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","280",214708498,"Male and Female","Diffuse astrocytoma","2007-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2906
"20+","null","null","null","Benign/Borderline","null",217163688,"Male and Female","Diffuse astrocytoma","2008-04-01 00:00:00","null","null","null",2907
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","287",217163688,"Male and Female","Diffuse astrocytoma","2008-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2908
"20+","null","null","null","Benign/Borderline","null",219643708,"Male and Female","Diffuse astrocytoma","2009-04-01 00:00:00","null","null","null",2909
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","318",219643708,"Male and Female","Diffuse astrocytoma","2009-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2910
"20+","null","null","null","Benign/Borderline","null",220136827,"Male and Female","Diffuse astrocytoma","2010-04-01 00:00:00","null","null","null",2911
"20+","0.100000001490116","0.200000002980232","0.100000001490116","Malignant","299",220136827,"Male and Female","Diffuse astrocytoma","2010-04-01 00:00:00","0.100000001490116","0.200000002980232","0.100000001490116",2912
"20+","null","null","null","Benign/Borderline","null",201940510,"Male and Female","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","null","null","null",2913
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","158",201940510,"Male and Female","Embryonal/primitive/medulloblastoma","2004-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2914
"20+","null","null","null","Benign/Borderline","null",204277973,"Male and Female","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","null","null","null",2915
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","179",204277973,"Male and Female","Embryonal/primitive/medulloblastoma","2005-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2916
"20+","null","null","null","Benign/Borderline","null",206695520,"Male and Female","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","null","null","null",2917
"20+","0.100000001490116","0.100000001490116","0.100000001490116","Malignant","160",206695520,"Male and Female","Embryonal/primitive/medulloblastoma","2006-04-01 00:00:00","0.100000001490116","0.100000001490116","0.100000001490116",2918
